AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample
GCA_015104155.1,Neolamprologus crassus (bony fishes),Neolamprologus crassus,11.03,2020/10/29 00:00,"""CICHLID~X""",7629,17726,SAMN12123764
GCA_015111575.1,Petrochromis sp. 'red' AB-2019 (bony fishes),Petrochromis sp. 'red' AB-2019,8.07,2020/10/29 00:00,"""CICHLID~X""",7626,18519,SAMN12124035
GCA_015110995.1,Cyphotilapia frontosa (humphead cichlid),Cyphotilapia frontosa,8.5,2020/10/29 00:00,"""CICHLID~X""",7617,18010,SAMN12124068
GCA_015108975.1,Triglachromis otostigma (bony fishes),Triglachromis otostigma,9.01,2020/10/29 00:00,"""CICHLID~X""",7611,15111,SAMN12123853
GCA_015104735.1,Neolamprologus pulcher (bony fishes),Neolamprologus pulcher,8.56,2020/10/29 00:00,"""CICHLID~X""",7597,14583,SAMN12123731
GCA_015103875.1,Cyathopharynx furcifer (bony fishes),Cyathopharynx furcifer,10.51,2020/10/29 00:00,"""CICHLID~X""",7590,16866,SAMN12123601
GCA_015110115.1,Tropheus brichardi (bony fishes),Tropheus brichardi,11,2020/10/29 00:00,"""CICHLID~X""",7565,18245,SAMN12123953
GCA_015105415.1,Xenotilapia boulengeri (bony fishes),Xenotilapia boulengeri,10.44,2020/10/29 00:00,"""CICHLID~X""",7546,13791,SAMN12123697
GCA_015102575.1,Xenotilapia nasus (bony fishes),Xenotilapia nasus,9.07,2020/10/29 00:00,"""CICHLID~X""",7539,14114,SAMN12123671
GCA_015112535.1,Petrochromis sp. 'polyodon texas' AB-2019 (bony fishes),Petrochromis sp. 'polyodon texas' AB-2019,10.08,2020/10/29 00:00,"""CICHLID~X""",7512,21305,SAMN12124097
GCA_015110195.1,Spathodus marlieri (bony fishes),Spathodus marlieri,7.67,2020/10/29 00:00,"""CICHLID~X""",7510,16994,SAMN12123954
GCA_015104215.1,Bathybates graueri (bony fishes),Bathybates graueri,9.34,2020/10/29 00:00,"""CICHLID~X""",7500,13688,SAMN12123761
GCA_015107255.1,Cyprichromis pavo (bony fishes),Cyprichromis pavo,9.91,2020/10/29 00:00,"""CICHLID~X""",7494,14676,SAMN12123847
GCA_015111295.1,Petrochromis sp. 'kipili brown' AB-2019 (bony fishes),Petrochromis sp. 'kipili brown' AB-2019,7.99,2020/10/29 00:00,"""CICHLID~X""",7486,17871,SAMN12124051
GCA_015109595.1,Neolamprologus sp. 'brevis magara' AB-2019 (bony fishes),Neolamprologus sp. 'brevis magara' AB-2019,9.49,2020/10/29 00:00,"""CICHLID~X""",7477,16192,SAMN12123983
GCA_015111695.1,Neolamprologus sp. 'gracilis tanzania' AB-2019 (bony fishes),Neolamprologus sp. 'gracilis tanzania' AB-2019,8.36,2020/10/29 00:00,"""CICHLID~X""",7461,16348,SAMN12124031
GCA_015106335.1,Bathybates minor (bony fishes),Bathybates minor,9.57,2020/10/29 00:00,"""CICHLID~X""",7457,13339,SAMN12123780
GCA_015103935.1,Enantiopus melanogenys (bony fishes),Enantiopus melanogenys,10.88,2020/10/29 00:00,"""CICHLID~X""",7434,14478,SAMN12123604
GCA_015107615.1,Tropheus moorii (blunthead cichlid),Tropheus moorii,8.47,2020/10/29 00:00,"""CICHLID~X""",7420,15487,SAMN12123830
GCA_015104235.1,Xenotilapia bathyphila (bony fishes),Xenotilapia bathyphila,9.62,2020/10/29 00:00,"""CICHLID~X""",7400,14303,SAMN12123763
GCA_015111155.1,Tropheus sp. 'mpimbwe' AB-2019 (bony fishes),Tropheus sp. 'mpimbwe' AB-2019,7.92,2020/10/29 00:00,"""CICHLID~X""",7387,17019,SAMN12124058
GCA_015106135.1,Neolamprologus savoryi (bony fishes),Neolamprologus savoryi,8.24,2020/10/29 00:00,"""CICHLID~X""",7368,14513,SAMN12123790
GCA_015102175.1,Variabilichromis moorii (bony fishes),Variabilichromis moorii,9.29,2020/10/29 00:00,"""CICHLID~X""",7350,17510,SAMN12123589
GCA_015107815.1,Neolamprologus christyi (bony fishes),Neolamprologus christyi,8.15,2020/10/29 00:00,"""CICHLID~X""",7342,14228,SAMN12123809
GCA_015103135.1,Haplochromis sp. Chipwa (bony fishes),Haplochromis sp. Chipwa,8.05,2020/10/29 00:00,"""CICHLID~X""",7331,16360,SAMN12123646
GCA_015102935.1,Lamprologus ocellatus (bony fishes),Lamprologus ocellatus,8.81,2020/10/29 00:00,"""CICHLID~X""",7327,13286,SAMN12123655
GCA_015108735.1,Telmatochromis sp. 'longola' AB-2019 (bony fishes),Telmatochromis sp. 'longola' AB-2019,9.05,2020/10/29 00:00,"""CICHLID~X""",7325,14071,SAMN12123886
GCA_015109255.1,Pseudosimochromis marginatus (bony fishes),Pseudosimochromis marginatus,9.53,2020/10/29 00:00,"""CICHLID~X""",7313,20741,SAMN12124003
GCA_015110855.1,Neolamprologus sp. 'cygnus' AB-2019 (bony fishes),Neolamprologus sp. 'cygnus' AB-2019,10.48,2020/10/29 00:00,"""CICHLID~X""",7293,17455,SAMN12124074
GCA_015102605.1,Julidochromis sp. 'kombe' AB-2019 (bony fishes),Julidochromis sp. 'kombe' AB-2019,8.28,2020/10/29 00:00,"""CICHLID~X""",7283,14042,SAMN12123675
GCA_015112055.1,Ectodus sp. 'north' (bony fishes),Ectodus sp. 'north',8.3,2020/10/29 00:00,"""CICHLID~X""",7280,14809,SAMN12124012
GCA_015111875.1,Julidochromis sp. 'marlieri south' AB-2019 (bony fishes),Julidochromis sp. 'marlieri south' AB-2019,10.21,2020/10/29 00:00,"""CICHLID~X""",7273,18594,SAMN12124023
GCA_015112395.1,Telmatochromis sp. 'dhonti twiyu' AB-2019 (bony fishes),Telmatochromis sp. 'dhonti twiyu' AB-2019,8.03,2020/10/29 00:00,"""CICHLID~X""",7272,16685,SAMN12124103
GCA_015104855.1,Telmatochromis sp. 'shell' AB-2019 (bony fishes),Telmatochromis sp. 'shell' AB-2019,8.79,2020/10/29 00:00,"""CICHLID~X""",7270,14843,SAMN12123728
GCA_901007815.1,Mullus surmuletus (striped red mullet),Mullus surmuletus,34,2020/04/15 00:00,CEES,7238,17184,SAMEA5563357
GCA_015052595.1,Tropheus sp. 'lunatus' AB-2019 (bony fishes),Tropheus sp. 'lunatus' AB-2019,9.93,2020/10/28 00:00,"""CICHLID~X""",7234,17379,SAMN12123992
GCA_015111795.1,Xenotilapia sima (bony fishes),Xenotilapia sima,9.55,2020/10/29 00:00,"""CICHLID~X""",7219,14819,SAMN12124025
GCA_015105075.1,Julidochromis sp. 'regani south' AB-2019 (bony fishes),Julidochromis sp. 'regani south' AB-2019,8.13,2020/10/29 00:00,"""CICHLID~X""",7215,14368,SAMN12123715
GCA_015104295.1,Reganochromis calliurus (bony fishes),Reganochromis calliurus,8.77,2020/10/29 00:00,"""CICHLID~X""",7202,14910,SAMN12123757
GCA_015052325.1,Gnathochromis permaxillaris (bony fishes),Gnathochromis permaxillaris,10.89,2020/10/28 00:00,"""CICHLID~X""",7170,18703,SAMN12123759
GCA_015103675.1,Ophthalmotilapia nasuta (bony fishes),Ophthalmotilapia nasuta,10.65,2020/10/29 00:00,"""CICHLID~X""",7160,16130,SAMN12123614
GCA_015108435.1,Tropheus annectens (bony fishes),Tropheus annectens,10.09,2020/10/29 00:00,"""CICHLID~X""",7160,20723,SAMN12123918
GCA_015104695.1,Julidochromis ornatus (golden julie),Julidochromis ornatus,8.23,2020/10/29 00:00,"""CICHLID~X""",7157,14903,SAMN12123735
GCA_015103195.1,Cyprichromis zonatus (bony fishes),Cyprichromis zonatus,7.85,2020/10/29 00:00,"""CICHLID~X""",7134,17514,SAMN12123639
GCA_015102315.1,Aulonocranus dewindti (bony fishes),Aulonocranus dewindti,10.35,2020/10/29 00:00,"""CICHLID~X""",7123,16537,SAMN12123585
GCA_015104495.1,Limnochromis abeelei (bony fishes),Limnochromis abeelei,10.86,2020/10/29 00:00,"""CICHLID~X""",7107,20288,SAMN12123745
GCA_015106415.1,Petrochromis trewavasae (threadfin cichlid),Petrochromis trewavasae,10.46,2020/10/29 00:00,"""CICHLID~X""",7107,19750,SAMN12123773
GCA_015105535.1,Lepidiolamprologus cunningtoni (bony fishes),Lepidiolamprologus cunningtoni,10.46,2020/10/29 00:00,"""CICHLID~X""",7088,16361,SAMN12123692
GCA_015103855.1,Gnathochromis pfefferi (bony fishes),Gnathochromis pfefferi,8.93,2020/10/29 00:00,"""CICHLID~X""",7081,20582,SAMN12123605
GCA_015112495.1,Neolamprologus petricola (bony fishes),Neolamprologus petricola,9.52,2020/10/29 00:00,"""CICHLID~X""",7078,16542,SAMN12124093
GCA_015111135.1,Xenotilapia sp. 'spilopterus north' AB-2019 (bony fishes),Xenotilapia sp. 'spilopterus north' AB-2019,8.81,2020/10/29 00:00,"""CICHLID~X""",7047,12599,SAMN12124060
GCA_015110295.1,Ophthalmotilapia sp. 'paranasuta' AB-2019 (bony fishes),Ophthalmotilapia sp. 'paranasuta' AB-2019,10.49,2020/10/29 00:00,"""CICHLID~X""",7039,16110,SAMN12123949
GCA_015108795.1,Lamprologus sp. 'ornatipinnis congo' AB-2019 (bony fishes),Lamprologus sp. 'ornatipinnis congo' AB-2019,8.35,2020/10/29 00:00,"""CICHLID~X""",7023,13822,SAMN12123880
GCA_015110675.1,Tropheus sp. 'brichardi kipili' AB-2019 (bony fishes),Tropheus sp. 'brichardi kipili' AB-2019,9.91,2020/10/29 00:00,"""CICHLID~X""",7013,19467,SAMN12124084
GCA_015112015.1,Neolamprologus niger (bony fishes),Neolamprologus niger,7.97,2020/10/29 00:00,"""CICHLID~X""",7013,14943,SAMN12124014
GCA_015113195.1,Plecodus elaviae (bony fishes),Plecodus elaviae,9.6,2020/10/29 00:00,"""CICHLID~X""",7012,19935,SAMN12124108
GCA_015103435.1,Cyprichromis sp. 'kibishi' AB-2019 (bony fishes),Cyprichromis sp. 'kibishi' AB-2019,9.53,2020/10/29 00:00,"""CICHLID~X""",7003,13749,SAMN12123627
GCA_015107475.1,Bathybates hornii (bony fishes),Bathybates hornii,10.5,2020/10/29 00:00,"""CICHLID~X""",6991,15213,SAMN12123835
GCA_015052625.1,Neolamprologus pleuromaculatus (bony fishes),Neolamprologus pleuromaculatus,10.37,2020/10/28 00:00,"""CICHLID~X""",6990,16249,SAMN12123962
GCA_015108115.1,Telmatochromis brichardi (bony fishes),Telmatochromis brichardi,10.34,2020/10/29 00:00,"""CICHLID~X""",6989,16857,SAMN12123933
GCA_015103255.1,Paracyprichromis nigripinnis (bony fishes),Paracyprichromis nigripinnis,8.33,2020/10/29 00:00,"""CICHLID~X""",6972,17098,SAMN12123637
GCA_015112675.1,Neolamprologus timidus (bony fishes),Neolamprologus timidus,7.85,2020/10/29 00:00,"""CICHLID~X""",6954,13978,SAMN12124088
GCA_015103755.1,Xenotilapia spiloptera (bony fishes),Xenotilapia spiloptera,10.53,2020/10/29 00:00,"""CICHLID~X""",6950,13822,SAMN12123611
GCA_009660315.1,Lophius piscatorius (angler),Lophius piscatorius,6,2019/11/13 00:00,Nord university,6947,6947,SAMN11284904
GCA_015110895.1,Neolamprologus sp. 'eseki' AB-2019 (bony fishes),Neolamprologus sp. 'eseki' AB-2019,7.46,2020/10/29 00:00,"""CICHLID~X""",6947,15280,SAMN12124071
GCA_015102255.1,Xenotilapia papilio (bony fishes),Xenotilapia papilio,8.36,2020/10/29 00:00,"""CICHLID~X""",6907,14169,SAMN12123584
GCA_015103375.1,Callochromis macrops (bony fishes),Callochromis macrops,10.21,2020/10/29 00:00,"""CICHLID~X""",6898,15335,SAMN12123630
GCA_015106155.1,Hemibates stenosoma (bony fishes),Hemibates stenosoma,9.51,2020/10/29 00:00,"""CICHLID~X""",6892,12786,SAMN12123788
GCA_015104275.1,Xenotilapia sima (bony fishes),Xenotilapia sima,12.95,2020/10/29 00:00,"""CICHLID~X""",6888,15646,SAMN12123756
GCA_015103895.1,Petrochromis polyodon (bony fishes),Petrochromis polyodon,9.78,2020/10/29 00:00,"""CICHLID~X""",6855,20979,SAMN12123606
GCA_015105455.1,Lamprologus lemairii (bony fishes),Lamprologus lemairii,8.17,2020/10/29 00:00,"""CICHLID~X""",6854,13279,SAMN12123696
GCA_015102595.1,Neolamprologus modestus (bony fishes),Neolamprologus modestus,10.47,2020/10/29 00:00,"""CICHLID~X""",6844,16298,SAMN12123673
GCA_015111715.1,Telmatochromis dhonti (bony fishes),Telmatochromis dhonti,8.3,2020/10/29 00:00,"""CICHLID~X""",6823,14471,SAMN12124028
GCA_015106935.1,Cyprichromis microlepidotus (bony fishes),Cyprichromis microlepidotus,7.6,2020/10/29 00:00,"""CICHLID~X""",6807,15481,SAMN12123870
GCA_015112575.1,Chalinochromis cyanophleps (bony fishes),Chalinochromis cyanophleps,9.68,2020/10/29 00:00,"""CICHLID~X""",6783,16354,SAMN12124090
GCA_015102995.1,Neolamprologus brevis (bony fishes),Neolamprologus brevis,8.51,2020/10/29 00:00,"""CICHLID~X""",6781,13664,SAMN12123654
GCA_015103835.1,Limnotilapia dardennii (bony fishes),Limnotilapia dardennii,9.98,2020/10/29 00:00,"""CICHLID~X""",6766,20492,SAMN12123608
GCA_015109995.1,Xenotilapia ornatipinnis (bony fishes),Xenotilapia ornatipinnis,10.21,2020/10/29 00:00,"""CICHLID~X""",6752,16987,SAMN12123961
GCA_015106995.1,Neolamprologus brichardi (lyretail cichlid),Neolamprologus brichardi,7.64,2020/10/29 00:00,"""CICHLID~X""",6737,15782,SAMN12123865
GCA_015111235.1,Neolamprologus sp. 'furcifer ulwile' AB-2019 (bony fishes),Neolamprologus sp. 'furcifer ulwile' AB-2019,9.5,2020/10/29 00:00,"""CICHLID~X""",6735,16737,SAMN12124053
GCA_015104035.1,Chalinochromis brichardi (bony fishes),Chalinochromis brichardi,9.22,2020/10/29 00:00,"""CICHLID~X""",6709,16660,SAMN12123597
GCA_015708455.1,Sarotherodon lohbergeri (keppi),Sarotherodon lohbergeri,10,2020/12/01 00:00,"""CICHLID~X""",6703,25365,SAMN12124123
GCA_015103055.1,Orthochromis indermauri (bony fishes),Orthochromis indermauri,7.92,2020/10/29 00:00,"""CICHLID~X""",6700,14375,SAMN12123649
GCA_015105895.1,Telmatochromis brachygnathus (bony fishes),Telmatochromis brachygnathus,8.49,2020/10/29 00:00,"""CICHLID~X""",6690,13366,SAMN12123827
GCA_015107425.1,Neolamprologus meeli (bony fishes),Neolamprologus meeli,8.6,2020/10/29 00:00,"""CICHLID~X""",6687,13589,SAMN12123839
GCA_015105555.1,Altolamprologus calvus (bony fishes),Altolamprologus calvus,10.04,2020/10/29 00:00,"""CICHLID~X""",6598,15974,SAMN12123690
GCA_015106395.1,Cunningtonia longiventralis (bony fishes),Cunningtonia longiventralis,8.63,2020/10/29 00:00,"""CICHLID~X""",6585,12855,SAMN12123776
GCA_015108015.1,Haplochromis burtoni (Burton's mouthbrooder),Haplochromis burtoni,9.97,2020/10/29 00:00,"""CICHLID~X""",6577,17728,SAMN12123795
GCA_015111335.1,Chalinochromis sp. 'bifrenatus' (bony fishes),Chalinochromis sp. 'bifrenatus',9.35,2020/10/29 00:00,"""CICHLID~X""",6535,16542,SAMN12124049
GCA_015110055.1,Callochromis pleurospilus (bony fishes),Callochromis pleurospilus,10.52,2020/10/29 00:00,"""CICHLID~X""",6531,15115,SAMN12123958
GCA_015106515.1,Xenotilapia papilio (bony fishes),Xenotilapia papilio,8.66,2020/10/29 00:00,"""CICHLID~X""",6511,11936,SAMN12123767
GCA_015107695.1,Limnochromis auritus (spangled cichlid),Limnochromis auritus,10.38,2020/10/29 00:00,"""CICHLID~X""",6501,20068,SAMN12123817
GCA_015104555.1,Cyprichromis leptosoma (bony fishes),Cyprichromis leptosoma,10.09,2020/10/29 00:00,"""CICHLID~X""",6496,17050,SAMN12123741
GCA_015107415.1,Bathybates vittatus (bony fishes),Bathybates vittatus,12.87,2020/10/29 00:00,"""CICHLID~X""",6465,12283,SAMN12123838
GCA_015112455.1,Petrochromis sp. 'giant' AB-2019 (bony fishes),Petrochromis sp. 'giant' AB-2019,9.39,2020/10/29 00:00,"""CICHLID~X""",6448,19645,SAMN12124100
GCA_015104775.1,Altolamprologus compressiceps (bony fishes),Altolamprologus compressiceps,10.61,2020/10/29 00:00,"""CICHLID~X""",6433,14453,SAMN12123733
GCA_015103515.1,Neolamprologus hecqui (bony fishes),Neolamprologus hecqui,8.89,2020/10/29 00:00,"""CICHLID~X""",6420,12848,SAMN12123625
GCA_015108935.1,Telmatochromis sp. 'dhonti north' AB-2019 (bony fishes),Telmatochromis sp. 'dhonti north' AB-2019,7.58,2020/10/29 00:00,"""CICHLID~X""",6420,13883,SAMN12123862
GCA_015113115.1,Petrochromis macrognathus (bony fishes),Petrochromis macrognathus,7.93,2020/10/29 00:00,"""CICHLID~X""",6409,14322,SAMN12124112
GCA_015106425.1,Lamprologus signatus (bony fishes),Lamprologus signatus,10.45,2020/10/29 00:00,"""CICHLID~X""",6400,14633,SAMN12123774
GCA_015109115.1,Neolamprologus tretocephalus (bony fishes),Neolamprologus tretocephalus,9.78,2020/10/29 00:00,"""CICHLID~X""",6386,17377,SAMN12124005
GCA_015109495.1,Neolamprologus similis (bony fishes),Neolamprologus similis,9.84,2020/10/29 00:00,"""CICHLID~X""",6376,15932,SAMN12123990
GCA_015103315.1,Bathybates fasciatus (bony fishes),Bathybates fasciatus,9.61,2020/10/29 00:00,"""CICHLID~X""",6363,10958,SAMN12123635
GCA_015104375.1,Trematocara macrostoma (bony fishes),Trematocara macrostoma,9.04,2020/10/29 00:00,"""CICHLID~X""",6350,11019,SAMN12123751
GCA_015110315.1,Paracyprichromis brieni (bony fishes),Paracyprichromis brieni,7.77,2020/10/29 00:00,"""CICHLID~X""",6349,13436,SAMN12123945
GCA_015105315.1,Neolamprologus caudopunctatus (bony fishes),Neolamprologus caudopunctatus,9.63,2020/10/29 00:00,"""CICHLID~X""",6345,15125,SAMN12123704
GCA_015109055.1,Neolamprologus chitamwebwai (bony fishes),Neolamprologus chitamwebwai,7.4,2020/10/29 00:00,"""CICHLID~X""",6316,13623,SAMN12124010
GCA_015107395.1,Lamprologus sp. 'ornatipinnis zambia' AB-2019 (bony fishes),Lamprologus sp. 'ornatipinnis zambia' AB-2019,8.34,2020/10/29 00:00,"""CICHLID~X""",6303,12451,SAMN12123842
GCA_015106355.1,Trematocara unimaculatum (bony fishes),Trematocara unimaculatum,14.89,2020/10/29 00:00,"""CICHLID~X""",6266,11129,SAMN12123778
GCA_015103495.1,Neolamprologus hecqui (bony fishes),Neolamprologus hecqui,8.29,2020/10/29 00:00,"""CICHLID~X""",6251,12675,SAMN12123624
GCA_015105115.1,Lestradea perspicax (bony fishes),Lestradea perspicax,7.65,2020/10/29 00:00,"""CICHLID~X""",6244,12656,SAMN12123713
GCA_015111675.1,Neolamprologus sp. 'falcicula mahale' AB-2019 (bony fishes),Neolamprologus sp. 'falcicula mahale' AB-2019,7.62,2020/10/29 00:00,"""CICHLID~X""",6217,14322,SAMN12124033
GCA_015112595.1,Ophthalmotilapia sp. 'white cap' AB-2019 (bony fishes),Ophthalmotilapia sp. 'white cap' AB-2019,10,2020/10/29 00:00,"""CICHLID~X""",6211,15293,SAMN12124092
GCA_015106275.1,Limnochromis staneri (bony fishes),Limnochromis staneri,10.13,2020/10/29 00:00,"""CICHLID~X""",6173,20040,SAMN12123783
GCA_015109285.1,Pseudosimochromis marginatus (bony fishes),Pseudosimochromis marginatus,9.05,2020/10/29 00:00,"""CICHLID~X""",6159,18898,SAMN12124002
GCA_015102395.1,Benthochromis tricoti (bony fishes),Benthochromis tricoti,10.25,2020/10/29 00:00,"""CICHLID~X""",6156,16237,SAMN12124045
GCA_015106115.1,Petrochromis famula (bony fishes),Petrochromis famula,7.54,2020/10/29 00:00,"""CICHLID~X""",6137,14336,SAMN12123792
GCA_015113135.1,Tangachromis dhanisi (bony fishes),Tangachromis dhanisi,7.81,2020/10/29 00:00,"""CICHLID~X""",6132,13449,SAMN12124110
GCA_015110715.1,Ophthalmotilapia boops (bony fishes),Ophthalmotilapia boops,9.74,2020/10/29 00:00,"""CICHLID~X""",6124,15749,SAMN12124082
GCA_015109235.1,Neolamprologus walteri (bony fishes),Neolamprologus walteri,9.23,2020/10/29 00:00,"""CICHLID~X""",6122,18032,SAMN12124000
GCA_015112695.1,Petrochromis sp. 'macrognathus rainbow' AB-2019 (bony fishes),Petrochromis sp. 'macrognathus rainbow' AB-2019,9.28,2020/10/29 00:00,"""CICHLID~X""",6115,18896,SAMN12124085
GCA_015103975.1,Lepidiolamprologus attenuatus (bony fishes),Lepidiolamprologus attenuatus,9.39,2020/10/29 00:00,"""CICHLID~X""",6114,16001,SAMN12123599
GCA_015109835.1,Callochromis melanostigma (bony fishes),Callochromis melanostigma,10.09,2020/10/29 00:00,"""CICHLID~X""",6103,15064,SAMN12123971
GCA_015108055.1,Petrochromis trewavasae ephippium (threadfin cichlid),Petrochromis trewavasae,7.3,2020/10/29 00:00,"""CICHLID~X""",6097,14879,SAMN12123791
GCA_015105215.1,Paracyprichromis sp. 'brieni south' AB-2019 (bony fishes),Paracyprichromis sp. 'brieni south' AB-2019,7.74,2020/10/29 00:00,"""CICHLID~X""",6032,14447,SAMN12123708
GCA_015109175.1,Tropheus duboisi (dwarf Tanganyikan cichlid),Tropheus duboisi,9.48,2020/10/29 00:00,"""CICHLID~X""",6025,18478,SAMN12124007
GCA_015110955.1,Petrochromis sp. 'orthognathus ikola' AB-2019 (bony fishes),Petrochromis sp. 'orthognathus ikola' AB-2019,9.43,2020/10/29 00:00,"""CICHLID~X""",6012,18906,SAMN12124069
GCA_015111735.1,Neolamprologus leloupi (bony fishes),Neolamprologus leloupi,9.26,2020/10/29 00:00,"""CICHLID~X""",6009,15817,SAMN12124029
GCA_015107775.1,Petrochromis fasciolatus (bony fishes),Petrochromis fasciolatus,10.03,2020/10/29 00:00,"""CICHLID~X""",6007,18023,SAMN12123814
GCA_015110835.1,Lepidiolamprologus kamambae (bony fishes),Lepidiolamprologus kamambae,7.45,2020/10/29 00:00,"""CICHLID~X""",5931,12370,SAMN12124077
GCA_015107135.1,Neolamprologus sp. 'ventralis stripe' AB-2019 (bony fishes),Neolamprologus sp. 'ventralis stripe' AB-2019,10.27,2020/10/29 00:00,"""CICHLID~X""",5919,15719,SAMN12123850
GCA_015111555.1,Bathybates ferox (bony fishes),Bathybates ferox,7.87,2020/10/29 00:00,"""CICHLID~X""",5868,11684,SAMN12124038
GCA_015104815.1,Altolamprologus sp. 'compressiceps shell' AB-2019 (bony fishes),Altolamprologus sp. 'compressiceps shell' AB-2019,7.63,2020/10/29 00:00,"""CICHLID~X""",5857,11391,SAMN12123726
GCA_015105515.1,Tropheus sp. 'red' AB-2019 (bony fishes),Tropheus sp. 'red' AB-2019,9.67,2020/10/29 00:00,"""CICHLID~X""",5851,17348,SAMN12123689
GCA_015102705.1,Lepidiolamprologus kendalli (bony fishes),Lepidiolamprologus kendalli,9.98,2020/10/29 00:00,"""CICHLID~X""",5846,14692,SAMN12123670
GCA_015102835.1,Neolamprologus mustax (bony fishes),Neolamprologus mustax,7.92,2020/10/29 00:00,"""CICHLID~X""",5833,10361,SAMN12123664
GCA_015109895.1,Cardiopharynx schoutedeni (bony fishes),Cardiopharynx schoutedeni,9.52,2020/10/29 00:00,"""CICHLID~X""",5787,15869,SAMN12123968
GCA_015105575.1,Cyathopharynx foae (bony fishes),Cyathopharynx foae,7.35,2020/10/29 00:00,"""CICHLID~X""",5771,12733,SAMN12123687
GCA_900302565.1,Gadus morhua (Atlantic cod),Gadus morhua,25,2018/03/20 00:00,CEES,5765,16818,SAMEA4028801
GCA_015113315.1,Lepidiolamprologus sp. 'meeli kipili' AB-2019 (bony fishes),Lepidiolamprologus sp. 'meeli kipili' AB-2019,9.5,2020/10/29 00:00,"""CICHLID~X""",5758,14942,SAMN12124095
GCA_015109415.1,Chalinochromis sp. 'ndobhoi' AB-2019 (bony fishes),Chalinochromis sp. 'ndobhoi' AB-2019,8.96,2020/10/29 00:00,"""CICHLID~X""",5756,14794,SAMN12123993
GCA_015107335.1,Lamprologus laparogramma (bony fishes),Lamprologus laparogramma,10.04,2020/10/29 00:00,"""CICHLID~X""",5747,13421,SAMN12123843
GCA_015052245.1,Tropheus moorii (blunthead cichlid),Tropheus moorii,9.83,2020/10/28 00:00,"""CICHLID~X""",5745,17036,SAMN12123831
GCA_015106235.1,Xenotilapia caudafasciata (bony fishes),Xenotilapia caudafasciata,10.3,2020/10/29 00:00,"""CICHLID~X""",5676,15118,SAMN12123785
GCA_015111215.1,Neolamprologus sp. 'caudopunctatus kipili' AB-2019 (bony fishes),Neolamprologus sp. 'caudopunctatus kipili' AB-2019,8.85,2020/10/29 00:00,"""CICHLID~X""",5671,15329,SAMN12124055
GCA_015103995.1,Lepidiolamprologus elongatus (bony fishes),Lepidiolamprologus elongatus,9.23,2020/10/29 00:00,"""CICHLID~X""",5650,14630,SAMN12123592
GCA_015105775.1,Neolamprologus sexfasciatus (bony fishes),Neolamprologus sexfasciatus,9.61,2020/10/29 00:00,"""CICHLID~X""",5645,14986,SAMN12123678
GCA_015104915.1,Xenotilapia singularis (bony fishes),Xenotilapia singularis,9.26,2020/10/29 00:00,"""CICHLID~X""",5621,8766,SAMN12123722
GCA_015105915.1,Xenotilapia rotundiventralis (bony fishes),Xenotilapia rotundiventralis,9.7,2020/10/29 00:00,"""CICHLID~X""",5610,12428,SAMN12123825
GCA_015103595.1,Xenotilapia sp. 'kilesa' AB-2019 (bony fishes),Xenotilapia sp. 'kilesa' AB-2019,8.1,2020/10/29 00:00,"""CICHLID~X""",5597,11027,SAMN12123619
GCA_015103335.1,Trematocara nigrifrons (bony fishes),Trematocara nigrifrons,9.13,2020/10/29 00:00,"""CICHLID~X""",5584,9632,SAMN12123634
GCA_015111995.1,Neolamprologus boulengeri (bony fishes),Neolamprologus boulengeri,10.11,2020/10/29 00:00,"""CICHLID~X""",5576,13945,SAMN12124018
GCA_015108375.1,Neolamprologus helianthus (bony fishes),Neolamprologus helianthus,6.71,2020/10/29 00:00,"""CICHLID~X""",5565,12383,SAMN12123919
GCA_015111365.1,Lepidiolamprologus mimicus (bony fishes),Lepidiolamprologus mimicus,9.9,2020/10/29 00:00,"""CICHLID~X""",5549,14569,SAMN12124047
GCA_015102655.1,Telmatochromis temporalis (bony fishes),Telmatochromis temporalis,7.31,2020/10/29 00:00,"""CICHLID~X""",5514,11547,SAMN12123667
GCA_015104445.1,Bathybates vittatus (bony fishes),Bathybates vittatus,9.66,2020/10/29 00:00,"""CICHLID~X""",5495,13354,SAMN12123748
GCA_015107835.1,Lamprologus callipterus (bony fishes),Lamprologus callipterus,9.77,2020/10/29 00:00,"""CICHLID~X""",5492,14233,SAMN12123810
GCA_015106875.1,Lestradea stappersii (bony fishes),Lestradea stappersii,7.1,2020/10/29 00:00,"""CICHLID~X""",5471,12131,SAMN12123873
GCA_015103575.1,Ophthalmotilapia heterodonta (bony fishes),Ophthalmotilapia heterodonta,8.87,2020/10/29 00:00,"""CICHLID~X""",5417,10142,SAMN12123620
GCA_015052335.1,Neolamprologus prochilus (bony fishes),Neolamprologus prochilus,9.28,2020/10/28 00:00,"""CICHLID~X""",5308,14667,SAMN12123769
GCA_015104835.1,Trematocara marginatum (bony fishes),Trematocara marginatum,9.12,2020/10/29 00:00,"""CICHLID~X""",5283,9556,SAMN12123729
GCA_015104315.1,Trematocara stigmaticum (bony fishes),Trematocara stigmaticum,8.02,2020/10/29 00:00,"""CICHLID~X""",5269,8618,SAMN12123754
