AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample 
GCA_903995575.1,Homo sapiens (human),Homo sapiens,40,2020/10/20 00:00,AMSTERDAM UMC,6994556,6994556,SAMEA7176047
GCA_904060995.1,Homo sapiens (human),Homo sapiens,40,2020/10/20 00:00,AMSTERDAM UMC,6953386,6953386,SAMEA7195696
GCA_002884475.1,Homo sapiens (human),Homo sapiens,123,2018/01/16 00:00,University of Washington,6605884,6605884,SAMN03838746
GCA_009811775.1,Callithrix jacchus (white-tufted-ear marmoset),Callithrix jacchus,43,2019/12/23 00:00,Keio University,6375389,143892389,SAMD00169834
GCA_014726795.1,Odocoileus virginianus (white-tailed deer),Odocoileus virginianus,80,2020/09/24 00:00,New England Biolabs,5999512,17102683,SAMN08105892
GCA_000983475.1,Homo sapiens (human),Homo sapiens,70,2015/04/30 00:00,The Genome Institute at Washington University School of Medicine,5550336,5550336,SAMN03255769
GCA_902207235.1,Mustela putorius (European polecat),Mustela putorius,88,2019/08/07 00:00,EI,5344676,25826084,SAMEA5818864
GCA_902460205.1,Mustela putorius (European polecat),Mustela putorius,88,2019/08/28 00:00,EI,5344676,14727874,SAMEA5818864
GCA_003086635.1,Homo sapiens (human),Homo sapiens,68.12,2018/05/02 00:00,The Genome Institute at Washington University School of Medicine,5301524,5301524,SAMN08723473
GCA_001542345.1,Homo sapiens (human),Homo sapiens,70,2016/01/28 00:00,Genome in a Bottle,4525162,4525162,SAMN03283347
GCA_001007805.1,Homo sapiens (human),Homo sapiens,54,2015/05/15 00:00,Pacific Biosciences,4498608,4498608,SAMN02743421
GCA_000772585.3,Homo sapiens (human),Homo sapiens,54,2015/01/21 00:00,Pacific Biosciences,3945491,3945491,SAMN02743421
GCA_007821485.1,Homo sapiens (human),Homo sapiens,71.8,2019/08/01 00:00,Nationwide Childrens Hospital,3421995,3421995,SAMN09690649
GCA_008583285.1,Homo sapiens (human),Homo sapiens,73.9,2019/09/19 00:00,McDonnell Genome Institute at Washington University,3228826,3228826,SAMN12708727
GCA_902806775.1,Microtus agrestis (short-tailed field vole),Microtus agrestis,50,2020/02/28 00:00,LIV,2938971,2938971,SAMEA6564477
GCA_002009925.1,Homo sapiens (human),Homo sapiens,50,2016/10/21 00:00,Macrogen,2408968,2408968,SAMN04169050
GCA_902500845.1,Syncerus caffer (African buffalo),Syncerus caffer,60,2019/11/26 00:00,ABER,2018310,69160875,SAMEA5988689
GCA_010646975.1,Homo sapiens (human),Homo sapiens,0,2020/02/14 00:00,Johns Hopkins Medical Institute,1956558,1956558,SAMN13168751
GCA_010645205.1,Homo sapiens (human),Homo sapiens,0,2020/02/14 00:00,Johns Hopkins Medical Institute,1956515,1956515,SAMN13168751
GCA_010646935.1,Homo sapiens (human),Homo sapiens,0,2020/02/14 00:00,Johns Hopkins Medical Institute,1956431,1956431,SAMN13168751
GCA_001013985.1,Homo sapiens (human),Homo sapiens,44,2015/05/29 00:00,Icahn School of Medicine at Mount Sinai,1557716,26834081,SAMN02902633
GCF_001466805.2,Rousettus aegyptiacus (Egyptian rousette),Rousettus aegyptiacus,169.2,2016/03/17 00:00,Boston University School of Medicine,1488988,2007187,SAMN04287759
GCA_009762295.2,Zalophus californianus (California sea lion),Zalophus californianus,80.51,2020/06/12 00:00,Vertebrate Genomes Project,1316871,1316871,SAMN12368149
GCA_012070425.1,Bos indicus x Bos taurus (hybrid cattle),Bos indicus x Bos taurus,100,2020/04/06 00:00,PacBio,1222921,1222921,SAMN08473802
GCA_001549595.1,Homo sapiens (human),Homo sapiens,30,2016/02/16 00:00,Genome in a Bottle,1039719,1039719,SAMN03283346
GCA_009829165.1,Mustela erminea (ermine),Mustela erminea,62.86,2020/01/03 00:00,Vertebrate Genomes Project,1000018,1000018,SAMN12611999
GCA_015852515.1,Tachyglossus aculeatus (Australian echidna),Tachyglossus aculeatus,58.29,2020/12/08 00:00,G10K,944524,948183,SAMN12634963
GCA_004115245.2,Phyllostomus discolor (pale spear-nosed bat),Phyllostomus discolor,65.8,2020/05/11 00:00,Vertebrate Genomes Project,931872,931872,SAMN09948786
GCA_001549605.1,Homo sapiens (human),Homo sapiens,30,2016/02/16 00:00,Genome in a Bottle,916048,916048,SAMN03283345
GCA_004115175.2,Ornithorhynchus anatinus (platypus),Ornithorhynchus anatinus,58.8,2020/04/06 00:00,Vertebrate Genomes Project,882175,882175,SAMN08537700
GCA_903231565.1,Macaca fascicularis (crab-eating macaque),Macaca fascicularis,300,2020/06/05 00:00,PFIZER,881774,137735634,SAMEA6828341
GCA_903645275.1,Macaca fascicularis (crab-eating macaque),Macaca fascicularis,300,2020/06/05 00:00,PFIZER,881774,137735634,SAMEA6853247
GCA_903645265.1,Macaca fascicularis (crab-eating macaque),Macaca fascicularis,300,2020/06/05 00:00,PFIZER,860028,137760107,SAMEA6853247
GCA_015251995.1,Chlorocebus sabaeus (green monkey),Chlorocebus sabaeus,75,2020/11/06 00:00,"Viral Vectors and Vaccines Bioprocessing Group, McGill University",760686,71005392,SAMN15458746
GCA_012069685.1,Homo sapiens (human),Homo sapiens,62,2020/04/06 00:00,PacBio,672119,672119,SAMN12568975
GCA_012069745.1,Homo sapiens (human),Homo sapiens,90,2020/04/06 00:00,PacBio,566770,566770,SAMN10182268
GCA_011100645.1,Trichosurus vulpecula (common brushtail),Trichosurus vulpecula,60.73,2020/03/09 00:00,Vertebrate Genomes Project,551016,551016,SAMN12629507
GCA_900500725.1,Arctocephalus gazella (antarctic fur seal),Arctocephalus gazella,200,2018/08/22 00:00,LMU,538754,6207322,SAMEA4666125
GCA_002008905.1,Homo sapiens (human),Homo sapiens,83,2017/03/06 00:00,The Genome Institute at Washington University School of Medicine,535534,1465803,SAMN03838746
GCA_015220265.1,Choloepus didactylus (southern two-toed sloth),Choloepus didactylus,56.84,2020/11/02 00:00,Vertebrate Genomes Project,512739,513103,SAMN12612024
GCA_009806435.1,Oryctolagus cuniculus (rabbit),Oryctolagus cuniculus,40,2019/12/27 00:00,Shanghai Institutes for Biological Sciences,506821,506821,SAMN12179861
GCA_902685475.1,Sciurus carolinensis (gray squirrel),Sciurus carolinensis,74,2019/11/26 00:00,SC,492513,492513,SAMEA994726
GCA_005453525.2,Macaca mulatta (Rhesus monkey),Macaca mulatta,60,2019/05/16 00:00,None,451490,451490,SAMN10580871
GCA_003774525.2,Mus musculus (house mouse),Mus musculus,60,2018/11/19 00:00,Jackson Laboratory,391273,1291016,SAMN04871431
GCA_009764325.1,Trachypithecus francoisi (Francois's langur),Trachypithecus francoisi,279.47,2019/12/18 00:00,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",342647,2816867,SAMN09940942
GCA_008658375.2,Balaenoptera musculus (Blue whale),Balaenoptera musculus,51.16,2020/09/30 00:00,G10K,275582,275582,SAMN12287136
GCA_902460215.1,Mustela putorius (European polecat),Mustela putorius,113,2019/08/28 00:00,EI,269793,2292064,SAMEA5818864
GCA_902460255.1,Mustela putorius (European polecat),Mustela putorius,117,2019/08/28 00:00,EI,269793,4598786,SAMEA5818864
GCA_902460245.1,Mustela putorius (European polecat),Mustela putorius,143,2019/08/28 00:00,EI,234137,12834978,SAMEA5818864
GCA_903992515.1,Pipistrellus pipistrellus (common pipistrelle),Pipistrellus pipistrellus,62,2020/08/04 00:00,SC,229984,230226,SAMEA994724
GCA_007570785.1,Antilocapra americana (pronghorn),Antilocapra americana,40,2019/07/12 00:00,Canada's Genomic Enterprise,220431,18739554,SAMN11091591
GCA_000767525.1,Vicugna pacos huacaya (alpaca),Vicugna pacos,72.5,2015/02/11 00:00,BGI-Shenzhen,213649,5303709,SAMN02996813
GCA_015129125.1,Homo sapiens (human),Homo sapiens,57.7592,2020/10/29 00:00,Academia Sinica,196568,22022361,SAMN14178787
GCA_015128985.1,Homo sapiens (human),Homo sapiens,57.7592,2020/10/29 00:00,Academia Sinica,196406,22023103,SAMN14178787
GCA_015156275.1,Homo sapiens (human),Homo sapiens,54.4849,2020/10/30 00:00,Academia Sinica,196014,22165201,SAMN14178814
GCA_015156255.1,Homo sapiens (human),Homo sapiens,54.4849,2020/10/30 00:00,Academia Sinica,195689,22168344,SAMN14178814
GCA_015121945.1,Homo sapiens (human),Homo sapiens,56.6388,2020/10/29 00:00,Academia Sinica,195674,26459799,SAMN14178759
GCA_015128265.1,Homo sapiens (human),Homo sapiens,53.3645,2020/10/29 00:00,Academia Sinica,195614,31215579,SAMN14178777
GCA_015128305.1,Homo sapiens (human),Homo sapiens,53.3645,2020/10/29 00:00,Academia Sinica,195273,31238223,SAMN14178777
GCA_015121925.1,Homo sapiens (human),Homo sapiens,56.6388,2020/10/29 00:00,Academia Sinica,195249,26456670,SAMN14178759
GCA_015128845.1,Homo sapiens (human),Homo sapiens,52.4128,2020/10/29 00:00,Academia Sinica,194930,26911446,SAMN14178781
GCA_015129205.1,Homo sapiens (human),Homo sapiens,55.6926,2020/10/29 00:00,Academia Sinica,194877,25631099,SAMN14178790
GCA_015129225.1,Homo sapiens (human),Homo sapiens,55.6926,2020/10/29 00:00,Academia Sinica,194819,25624502,SAMN14178790
GCA_015128865.1,Homo sapiens (human),Homo sapiens,52.4128,2020/10/29 00:00,Academia Sinica,194732,26914047,SAMN14178781
GCA_015129085.1,Homo sapiens (human),Homo sapiens,55.6368,2020/10/29 00:00,Academia Sinica,194722,27134477,SAMN14178788
GCA_015155735.1,Homo sapiens (human),Homo sapiens,56.6702,2020/10/30 00:00,Academia Sinica,194567,31004166,SAMN14178812
GCA_015129105.1,Homo sapiens (human),Homo sapiens,49.3758,2020/10/29 00:00,Academia Sinica,194470,32463204,SAMN14178789
GCA_015129065.1,Homo sapiens (human),Homo sapiens,55.6368,2020/10/29 00:00,Academia Sinica,194417,27119680,SAMN14178788
GCA_015156195.1,Homo sapiens (human),Homo sapiens,56.6702,2020/10/30 00:00,Academia Sinica,194000,31002576,SAMN14178812
GCA_015156095.1,Homo sapiens (human),Homo sapiens,55.4333,2020/10/30 00:00,Academia Sinica,193870,25769506,SAMN14178813
GCA_015129165.1,Homo sapiens (human),Homo sapiens,49.3758,2020/10/29 00:00,Academia Sinica,193797,32483605,SAMN14178789
GCA_015156155.1,Homo sapiens (human),Homo sapiens,55.4333,2020/10/30 00:00,Academia Sinica,193280,25783054,SAMN14178813
GCA_902685485.1,Sciurus vulgaris (Eurasian red squirrel),Sciurus vulgaris,23,2019/11/26 00:00,SC,192948,193053,SAMEA994733
GCA_015126335.1,Homo sapiens (human),Homo sapiens,57.9032,2020/10/29 00:00,Academia Sinica,192287,31317205,SAMN14178771
GCA_015126355.1,Homo sapiens (human),Homo sapiens,57.9032,2020/10/29 00:00,Academia Sinica,192082,31330050,SAMN14178771
GCA_015127405.1,Homo sapiens (human),Homo sapiens,53.9721,2020/10/29 00:00,Academia Sinica,191893,26180924,SAMN14178775
GCA_015127365.1,Homo sapiens (human),Homo sapiens,53.9721,2020/10/29 00:00,Academia Sinica,191827,26187400,SAMN14178775
GCA_015126315.1,Homo sapiens (human),Homo sapiens,58.5276,2020/10/29 00:00,Academia Sinica,190866,20091767,SAMN14178770
GCA_015126895.1,Homo sapiens (human),Homo sapiens,58.866,2020/10/29 00:00,Academia Sinica,190788,30111734,SAMN14178774
GCA_015127485.1,Homo sapiens (human),Homo sapiens,58.866,2020/10/29 00:00,Academia Sinica,190678,30115720,SAMN14178774
GCA_015126375.1,Homo sapiens (human),Homo sapiens,58.5276,2020/10/29 00:00,Academia Sinica,190050,20092036,SAMN14178770
GCA_015126935.1,Homo sapiens (human),Homo sapiens,57.1121,2020/10/29 00:00,Academia Sinica,189547,15820864,SAMN14178772
GCA_901343595.1,Marmota monax (woodchuck),Marmota monax,600,2019/09/13 00:00,CNAG,189547,892188,SAMEA91498168
GCA_015126955.1,Homo sapiens (human),Homo sapiens,57.1121,2020/10/29 00:00,Academia Sinica,189435,15846369,SAMN14178772
GCA_015128285.1,Homo sapiens (human),Homo sapiens,54.3573,2020/10/29 00:00,Academia Sinica,189192,26665891,SAMN14178776
GCA_015128325.1,Homo sapiens (human),Homo sapiens,54.3573,2020/10/29 00:00,Academia Sinica,188919,26678230,SAMN14178776
GCA_015156235.1,Homo sapiens (human),Homo sapiens,49.2118,2020/10/30 00:00,Academia Sinica,187522,38486718,SAMN14178815
GCA_015156715.1,Homo sapiens (human),Homo sapiens,49.2118,2020/10/30 00:00,Academia Sinica,187289,38472177,SAMN14178815
GCA_015124935.1,Homo sapiens (human),Homo sapiens,52.0636,2020/10/29 00:00,Academia Sinica,186502,45585257,SAMN14178764
GCA_015125315.1,Homo sapiens (human),Homo sapiens,52.0636,2020/10/29 00:00,Academia Sinica,186100,45591410,SAMN14178764
GCA_015124505.1,Homo sapiens (human),Homo sapiens,52.0553,2020/10/29 00:00,Academia Sinica,186007,38122027,SAMN14178763
GCA_015124955.1,Homo sapiens (human),Homo sapiens,52.0553,2020/10/29 00:00,Academia Sinica,185781,38124372,SAMN14178763
GCA_015159535.1,Homo sapiens (human),Homo sapiens,48.6913,2020/10/30 00:00,Academia Sinica,185539,44872657,SAMN14178831
GCA_015159515.1,Homo sapiens (human),Homo sapiens,48.6913,2020/10/30 00:00,Academia Sinica,185382,44872669,SAMN14178831
GCA_015075955.1,Homo sapiens (human),Homo sapiens,63.8959,2020/10/29 00:00,Academia Sinica,185364,29086062,SAMN14178693
GCA_015159405.1,Homo sapiens (human),Homo sapiens,51.206,2020/10/30 00:00,Academia Sinica,185041,28731735,SAMN14178830
GCA_015159385.1,Homo sapiens (human),Homo sapiens,51.206,2020/10/30 00:00,Academia Sinica,184860,28747561,SAMN14178830
GCA_015076005.1,Homo sapiens (human),Homo sapiens,63.8959,2020/10/29 00:00,Academia Sinica,184820,29079762,SAMN14178693
GCA_015125495.1,Homo sapiens (human),Homo sapiens,50.6798,2020/10/29 00:00,Academia Sinica,184015,32575234,SAMN14178766
GCA_015150555.1,Homo sapiens (human),Homo sapiens,72.1137,2020/10/30 00:00,"University of California, San Francisco",183959,33099075,SAMN14253806
GCA_015098215.1,Homo sapiens (human),Homo sapiens,63.045,2020/10/29 00:00,Academia Sinica,183858,29545696,SAMN14178715
GCA_015149745.1,Homo sapiens (human),Homo sapiens,72.1137,2020/10/30 00:00,"University of California, San Francisco",183759,33112959,SAMN14253806
GCA_015124455.1,Homo sapiens (human),Homo sapiens,53.9471,2020/10/29 00:00,Academia Sinica,183734,24946616,SAMN14178761
GCA_015150615.1,Homo sapiens (human),Homo sapiens,67.6492,2020/10/30 00:00,"University of California, San Francisco",183728,33335535,SAMN14253804
GCA_015098175.1,Homo sapiens (human),Homo sapiens,63.045,2020/10/29 00:00,Academia Sinica,183712,29529062,SAMN14178715
GCA_015129715.1,Homo sapiens (human),Homo sapiens,60.3231,2020/10/29 00:00,Academia Sinica,183573,25127909,SAMN14178806
GCA_015125435.1,Homo sapiens (human),Homo sapiens,50.6798,2020/10/29 00:00,Academia Sinica,183473,32574763,SAMN14178766
GCA_015158525.1,Homo sapiens (human),Homo sapiens,75.1736,2020/10/30 00:00,Academia Sinica,183360,31458470,SAMN14178825
GCA_015124495.1,Homo sapiens (human),Homo sapiens,53.9471,2020/10/29 00:00,Academia Sinica,183185,24940764,SAMN14178761
GCA_015129835.1,Homo sapiens (human),Homo sapiens,60.3231,2020/10/29 00:00,Academia Sinica,183099,25124627,SAMN14178806
GCA_015158555.1,Homo sapiens (human),Homo sapiens,75.1736,2020/10/30 00:00,Academia Sinica,183067,31452740,SAMN14178825
GCA_015129375.1,Homo sapiens (human),Homo sapiens,57.4212,2020/10/29 00:00,Academia Sinica,182966,35171365,SAMN14178795
GCA_015151915.1,Homo sapiens (human),Homo sapiens,47.7598,2020/10/30 00:00,Academia Sinica,182890,22827676,SAMN14178810
GCA_015129185.1,Homo sapiens (human),Homo sapiens,52.3679,2020/10/29 00:00,Academia Sinica,182875,37472832,SAMN14178791
GCA_015149575.1,Homo sapiens (human),Homo sapiens,48.1984,2020/10/30 00:00,Academia Sinica,182756,31845426,SAMN14178808
GCA_015151895.1,Homo sapiens (human),Homo sapiens,47.7598,2020/10/30 00:00,Academia Sinica,182753,22826008,SAMN14178810
GCA_015149805.1,Homo sapiens (human),Homo sapiens,67.6492,2020/10/30 00:00,"University of California, San Francisco",182708,33320648,SAMN14253804
GCA_003521335.2,Sousa chinensis (Indo-pacific humpbacked dolphin),Sousa chinensis,107.6,2019/02/01 00:00,Shantou university,182701,9008636,SAMN08903183
GCA_015125335.1,Homo sapiens (human),Homo sapiens,48.145,2020/10/29 00:00,Academia Sinica,182626,34570863,SAMN14178765
GCA_015129385.1,Homo sapiens (human),Homo sapiens,57.4212,2020/10/29 00:00,Academia Sinica,182526,35159513,SAMN14178795
GCA_015149545.1,Homo sapiens (human),Homo sapiens,48.1984,2020/10/30 00:00,Academia Sinica,182523,31840375,SAMN14178808
GCA_015158375.1,Homo sapiens (human),Homo sapiens,65.7542,2020/10/30 00:00,Academia Sinica,182456,31985384,SAMN14178824
GCA_015129145.1,Homo sapiens (human),Homo sapiens,52.3679,2020/10/29 00:00,Academia Sinica,182447,37457361,SAMN14178791
GCA_015158515.1,Homo sapiens (human),Homo sapiens,65.7542,2020/10/30 00:00,Academia Sinica,182417,31991318,SAMN14178824
GCA_015121905.1,Homo sapiens (human),Homo sapiens,53.9067,2020/10/29 00:00,Academia Sinica,182389,36209120,SAMN14178760
GCA_015129475.1,Homo sapiens (human),Homo sapiens,54.9352,2020/10/29 00:00,Academia Sinica,182289,25006888,SAMN14178798
GCA_015129675.1,Homo sapiens (human),Homo sapiens,58.5679,2020/10/29 00:00,Academia Sinica,182266,39397028,SAMN14178802
GCA_015124575.1,Homo sapiens (human),Homo sapiens,53.9067,2020/10/29 00:00,Academia Sinica,182186,36204578,SAMN14178760
GCA_015125355.1,Homo sapiens (human),Homo sapiens,48.145,2020/10/29 00:00,Academia Sinica,182163,34569550,SAMN14178765
GCA_015129575.1,Homo sapiens (human),Homo sapiens,61.1501,2020/10/29 00:00,Academia Sinica,182052,37951308,SAMN14178801
GCA_015117995.1,Homo sapiens (human),Homo sapiens,52.5399,2020/10/29 00:00,Academia Sinica,181991,39712870,SAMN14178736
GCA_015129415.1,Homo sapiens (human),Homo sapiens,51.3465,2020/10/29 00:00,Academia Sinica,181956,34636279,SAMN14178797
GCA_015095815.1,Homo sapiens (human),Homo sapiens,57.685,2020/10/29 00:00,Academia Sinica,181940,33882980,SAMN14178712
GCA_015129815.1,Homo sapiens (human),Homo sapiens,56.1481,2020/10/29 00:00,Academia Sinica,181785,44544464,SAMN14178807
GCA_015129655.1,Homo sapiens (human),Homo sapiens,58.5679,2020/10/29 00:00,Academia Sinica,181768,39397452,SAMN14178802
GCA_015129455.1,Homo sapiens (human),Homo sapiens,54.9352,2020/10/29 00:00,Academia Sinica,181749,24987701,SAMN14178798
GCA_015112895.1,Homo sapiens (human),Homo sapiens,52.5399,2020/10/29 00:00,Academia Sinica,181708,39722987,SAMN14178736
GCA_015129495.1,Homo sapiens (human),Homo sapiens,51.3465,2020/10/29 00:00,Academia Sinica,181603,34642657,SAMN14178797
GCA_015143275.1,Homo sapiens (human),Homo sapiens,56.1481,2020/10/30 00:00,Academia Sinica,181575,44544189,SAMN14178807
GCA_015149785.1,Homo sapiens (human),Homo sapiens,73.2333,2020/10/30 00:00,"University of California, San Francisco",181563,31256393,SAMN14253803
GCA_015149825.1,Homo sapiens (human),Homo sapiens,69.0896,2020/10/30 00:00,"University of California, San Francisco",181543,39500940,SAMN14253802
GCA_015150635.1,Homo sapiens (human),Homo sapiens,69.0896,2020/10/30 00:00,"University of California, San Francisco",181423,39656912,SAMN14253802
