Organism Groups,AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmissionYear,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample,GenBank assembly accession,RefSeq assembly accession,sequencing_tech,long_reads
Mammalia,GCA_006410615.1,Neotragus moschatus (suni),Neotragus moschatus,154,6/24/2019,2019,Northwestern Polytechnical University,59277,952090,SAMN08714493,NA,NA,NA,NA
Mammalia,GCA_004024785.1,Ateles geoffroyi (black-handed spider monkey),Ateles geoffroyi,60,1/15/2019,2019,Broad Institute,59033,73111,SAMN07678064,NA,NA,NA,NA
Mammalia,GCA_006459085.1,Moschus berezovskii (Chinese forest musk deer),Moschus berezovskii,89,6/25/2019,2019,Northwestern Polytechnical University,57706,2509225,SAMN10822789,NA,NA,NA,NA
Mammalia,GCF_000696695.1,Equus przewalskii (Przewalski's horse),Equus przewalskii,85.63,6/5/2014,2014,"College of Animal Science, Inner Mongolian Agricultural University, China",57610,513800,SAMN02808398,NA,NA,NA,NA
Mammalia,GCA_004027495.1,Beatragus hunteri (even-toed ungulates),Beatragus hunteri,23.1,1/16/2019,2019,Broad Institute,57444,69303,SAMN07678065,NA,NA,NA,NA
Mammalia,GCA_004026905.1,Hystrix cristata (crested porcupine),Hystrix cristata,35.2,1/16/2019,2019,Broad Institute,57102,64768,SAMN07678090,NA,NA,NA,NA
Mammalia,GCA_004026705.1,Microgale talazaci (Talazac's shrew tenrec),Microgale talazaci,27.8,1/16/2019,2019,Broad Institute,56946,65143,SAMN07678058,NA,NA,NA,NA
Mammalia,GCA_010120015.1,Rhombomys opimus (great gerbil),Rhombomys opimus,86,2/4/2020,2020,University of Oslo,56880,3610217,SAMN10089360,NA,NA,NA,NA
Mammalia,GCA_004026945.1,Ovis canadensis (bighorn sheep),Ovis canadensis,25.2,1/16/2019,2019,Broad Institute,55973,69397,SAMN07678102,NA,NA,NA,NA
Mammalia,GCF_003160815.1,Vulpes vulpes (red fox),Vulpes vulpes,93.9,5/25/2018,2018,University of Illinois at Urbana-Champaign,55450,12472085,SAMN06553695,NA,NA,NA,NA
Mammalia,GCA_902806755.1,Microtus agrestis (short-tailed field vole),Microtus agrestis,50,4/16/2020,2020,LIV,54966,13349786,SAMEA6564476,NA,NA,NA,NA
Mammalia,GCA_007922755.1,Pedetes capensis (springhare),Pedetes capensis,39.7,8/8/2019,2019,Broad Institute,54009,74432,SAMN07678104,NA,NA,NA,NA
Mammalia,GCA_004024885.1,Saguinus imperator (tamarin),Saguinus imperator,61.4,1/15/2019,2019,Broad Institute,53787,65636,SAMN07678110,NA,NA,NA,NA
Mammalia,GCA_004023865.1,Mirounga angustirostris (Northern elephant seal),Mirounga angustirostris,35.6,1/15/2019,2019,Broad Institute,52833,64640,SAMN07678016,NA,NA,NA,NA
Mammalia,GCA_002201775.1,Ammotragus lervia (aoudad),Ammotragus lervia,241,6/20/2017,2017,Northwest A&F University,52017,1301762,SAMN06233879,NA,NA,NA,NA
Mammalia,GCF_004785775.1,Grammomys surdaster (rodents),Grammomys surdaster,50,4/12/2019,2019,NIH Sequencing Center,51731,8094907,SAMN11172698,NA,NA,NA,NA
Mammalia,GCA_004024825.1,Pygathrix nemaeus (Red shanked douc langur),Pygathrix nemaeus,65.5,1/15/2019,2019,Broad Institute,51434,68569,SAMN07678108,NA,NA,NA,NA
Mammalia,GCA_004027835.1,Alouatta palliata (mantled howler monkey),Alouatta palliata,43.1,1/16/2019,2019,Broad Institute,51304,72427,SAMN07678036,NA,NA,NA,NA
Mammalia,GCA_007455595.1,Microtus oeconomus (root vole),Microtus oeconomus,77,7/25/2019,2019,Groningen Institute for Evolutionary Life Sciences,51221,114768,SAMN12142104,NA,NA,NA,NA
Mammalia,GCA_004024625.1,Mellivora capensis (ratel),Mellivora capensis,60,1/15/2019,2019,Broad Institute,50213,59143,SAMN07678094,NA,NA,NA,NA
Mammalia,GCF_000151885.1,Dipodomys ordii (Ord's kangaroo rat),Dipodomys ordii,0,12/12/2014,2014,Baylor College of Medicine,48087,11931245,SAMN02900551,NA,NA,NA,NA
Mammalia,GCF_000247695.1,Heterocephalus glaber (naked mole-rat),Heterocephalus glaber,90,2/17/2012,2012,Broad Institute,47778,20532749,SAMN00714537,NA,NA,NA,NA
Mammalia,GCA_003258685.1,Prolemur simus (greater bamboo lemur),Prolemur simus,152.7,6/20/2018,2018,Henry Doorly Zoo & Aquarium,47757,2710671,SAMN05853041,NA,NA,NA,NA
Mammalia,GCF_002204375.1,Meriones unguiculatus (Mongolian gerbil),Meriones unguiculatus,136,6/21/2017,2017,Lucigen Corp.,46546,374687,SAMN06897401,NA,NA,NA,NA
Mammalia,GCF_000687225.1,Ursus maritimus (polar bear),Ursus maritimus,101,5/9/2014,2014,BGI-Shenzhen,46506,15940661,SAMN02729226,NA,NA,NA,NA
Mammalia,GCF_000260355.1,Condylura cristata (star-nosed mole),Condylura cristata,113.1,5/1/2012,2012,Broad Institute,46163,55520359,SAMN00727830,NA,NA,NA,NA
Mammalia,GCA_006942125.1,Hippotragus niger niger (sable antelope),Hippotragus niger,45,7/12/2019,2019,Saint-Petersburg State University,45501,4586323,SAMN07620900,NA,NA,NA,NA
Mammalia,GCA_007570765.1,Alces alces (Eurasian elk),Alces alces,35,7/12/2019,2019,Canada's Genomic Enterprise,45091,4131188,SAMN11091360,NA,NA,NA,NA
Mammalia,GCF_000215625.1,Mustela putorius furo (domestic ferret),Mustela putorius,162,6/2/2011,2011,Ferret Genome Sequencing Consortium,44823,9335154,SAMN00149631,NA,NA,NA,NA
Mammalia,GCF_012274545.1,Fukomys damarensis (Damara mole-rat),Fukomys damarensis,29,4/13/2020,2020,DNA Zoo Consortium,44756,62586000,SAMN10973724,NA,NA,NA,NA
Mammalia,GCA_004027005.1,Muscardinus avellanarius (hazel dormouse),Muscardinus avellanarius,32.8,1/16/2019,2019,Broad Institute,44294,59013,SAMN07678014,NA,NA,NA,NA
Mammalia,GCF_000236235.1,Ictidomys tridecemlineatus (thirteen-lined ground squirrel),Ictidomys tridecemlineatus,495.1,11/29/2011,2011,Broad Institute,44137,8192786,SAMN00210855,NA,NA,NA,NA
Mammalia,GCA_004024945.1,Uropsilus gracilis (gracile shrew mole),Uropsilus gracilis,54.2,1/15/2019,2019,Broad Institute,43618,55035,SAMN07678046,NA,NA,NA,NA
Mammalia,GCA_006408585.1,Antidorcas marsupialis (springbok),Antidorcas marsupialis,281,6/24/2019,2019,Northwestern Polytechnical University,42749,694905,SAMN08714490,NA,NA,NA,NA
Mammalia,GCA_004027535.1,Acomys cahirinus (Egyptian spiny mouse),Acomys cahirinus,32.7,1/16/2019,2019,Broad Institute,42476,65411,SAMN07678032,NA,NA,NA,NA
Mammalia,GCA_006410675.1,Oreotragus oreotragus (klipspringer),Oreotragus oreotragus,690,6/24/2019,2019,Northwestern Polytechnical University,42127,339390,SAMN08714489,NA,NA,NA,NA
Mammalia,GCF_001604975.1,Cebus imitator (Panamanian white-faced capuchin),Cebus imitator,81,4/4/2016,2016,McDonnell Genome Institute - Washington University School of Medicine,41196,5274112,SAMN04522148,NA,NA,NA,NA
Mammalia,GCA_004027715.1,Plecturocebus donacophilus (Bolivian titi),Plecturocebus donacophilus,23.7,1/16/2019,2019,Broad Institute,41149,46445,SAMN07678140,NA,NA,NA,NA
Mammalia,GCA_015472975.1,Rousettus leschenaultii (Leschenault's rousette),Rousettus leschenaultii,308,10/30/2020,2020,"Comparative Genomics Laboratory, Center for Information Biology, National Institute of Genetics",40477,32720144,SAMD00237936,NA,NA,NA,NA
Mammalia,GCF_001890085.1,Hipposideros armiger (great roundleaf bat),Hipposideros armiger,218.6,12/6/2016,2016,SKLEC & IECR,39863,2328177,SAMN03177460,NA,NA,NA,NA
Mammalia,GCA_006408465.1,Przewalskium albirostris (white-lipped deer),Przewalskium albirostris,214,6/24/2019,2019,Northwestern Polytechnical University,39627,3769372,SAMN08714477,NA,NA,NA,NA
Mammalia,GCA_001660835.1,Okapia johnstoni (okapi),Okapia johnstoni,30,6/8/2016,2016,Pennsylvania State University,39571,111538,SAMN04526128,NA,NA,NA,NA
Mammalia,GCF_000223135.1,Cricetulus griseus (Chinese hamster),Cricetulus griseus,130,8/23/2011,2011,Beijing Genomics Institute,39362,1147233,SAMN02981352,NA,NA,NA,NA
Mammalia,GCA_006410935.1,Redunca redunca (Bohar reedbuck),Redunca redunca,203,6/24/2019,2019,Northwestern Polytechnical University,39282,423407,SAMN08714512,NA,NA,NA,NA
Mammalia,GCA_006408505.1,Damaliscus lunatus (topi),Damaliscus lunatus,181,6/24/2019,2019,Northwestern Polytechnical University,38843,1166796,SAMN08714481,NA,NA,NA,NA
Mammalia,GCF_000235385.1,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),Saimiri boliviensis,80,11/17/2011,2011,Broad Institute,38823,18744880,SAMN02981369,NA,NA,NA,NA
Mammalia,GCA_004363535.1,Dasyprocta punctata (punctate agouti),Dasyprocta punctata,40,3/22/2019,2019,Broad Institute,38650,43703,SAMN07678076,NA,NA,NA,NA
Mammalia,GCF_000951035.1,Colobus angolensis palliatus (Angolan colobus),Colobus angolensis,86.8,3/12/2015,2015,Baylor College of Medicine,38363,7840981,SAMN03121814,NA,NA,NA,NA
Mammalia,GCF_000164805.1,Carlito syrichta (Philippine tarsier),Carlito syrichta,48,9/18/2013,2013,Washington University (WashU),38165,401181,SAMN02445010,NA,NA,NA,NA
Mammalia,GCA_008750915.1,Microcebus sp. 3 GT-2019 (primates),Microcebus sp. 3 GT-2019,43,9/30/2019,2019,Duke University,38130,38968,SAMN10707783,NA,NA,NA,NA
Mammalia,GCA_004026925.2,Procavia capensis (Cape rock hyrax),Procavia capensis,23.3,7/15/2019,2019,Broad Institute,38095,9071062,SAMN07678107,NA,NA,NA,NA
Mammalia,GCF_000243295.1,Trichechus manatus latirostris (Florida manatee),Trichechus manatus,150,1/23/2012,2012,Broad Institute,37750,14442683,SAMN00632092,NA,NA,NA,NA
Mammalia,GCA_003697995.1,Taxidea taxus jeffersonii (American badger),Taxidea taxus,44,10/30/2018,2018,Canada's Genomic Enterprise,37750,54556,SAMN09519665,NA,NA,NA,NA
Mammalia,GCA_004027165.1,Ctenomys sociabilis (social tuco-tuco),Ctenomys sociabilis,26.5,1/16/2019,2019,Broad Institute,37562,49073,SAMN07678051,NA,NA,NA,NA
Mammalia,GCA_004026745.1,Myrmecophaga tridactyla (giant anteater),Myrmecophaga tridactyla,28.9,1/16/2019,2019,Broad Institute,36434,41255,SAMN07678098,NA,NA,NA,NA
Mammalia,GCF_001698545.1,Rhinopithecus bieti (black snub-nosed monkey),Rhinopithecus bieti,76.6,8/3/2016,2016,Laboratory for conservation and utilization of Bio-resource,36419,2225337,SAMN02786331,NA,NA,NA,NA
Mammalia,GCF_000500345.1,Peromyscus maniculatus bairdii (prairie deer mouse),Peromyscus maniculatus,110,12/3/2013,2013,Baylor College of Medicine,36367,3760915,SAMN00848614,NA,NA,NA,NA
Mammalia,GCA_004026805.1,Lasiurus borealis (red bat),Lasiurus borealis,42.1,1/16/2019,2019,Broad Institute,35165,38543,SAMN07678027,NA,NA,NA,NA
Mammalia,GCA_008086735.1,Cheirogaleus medius (Lesser dwarf lemur),Cheirogaleus medius,110,8/26/2019,2019,Duke University,34905,48318266,SAMN11334321,NA,NA,NA,NA
Mammalia,GCA_004363455.1,Eubalaena japonica (North Pacific right whale),Eubalaena japonica,40,3/22/2019,2019,Broad Institute,34866,39813,SAMN07678124,NA,NA,NA,NA
Mammalia,GCA_002406435.1,Spermophilus dauricus (Daurian ground squirrel),Spermophilus dauricus,132.3,9/28/2017,2017,BGI-shenzhen,34849,1761345,SAMN07711139,NA,NA,NA,NA
Mammalia,GCA_007455615.1,Microtus arvalis (Common vole),Microtus arvalis,77,7/25/2019,2019,Groningen Institute for Evolutionary Life Sciences,34797,52876,SAMN12142102,NA,NA,NA,NA
Mammalia,GCA_004024705.2,Moschus moschiferus (Siberian musk deer),Moschus moschiferus,74.6,7/15/2019,2019,Broad Institute,34785,11728851,SAMN07678096,NA,NA,NA,NA
Mammalia,GCA_004027415.1,Hipposideros galeritus (Cantor's roundleaf bat),Hipposideros galeritus,46,1/16/2019,2019,Broad Institute,33704,37985,SAMN07678026,NA,NA,NA,NA
Mammalia,GCA_006410795.1,Tragelaphus strepsiceros (greater kudu),Tragelaphus strepsiceros,137,6/24/2019,2019,Northwestern Polytechnical University,33649,511483,SAMN08714497,NA,NA,NA,NA
Mammalia,GCA_004027875.1,Aplodontia rufa (mountain beaver),Aplodontia rufa,30.6,1/16/2019,2019,Broad Institute,33245,37811,SAMN07678037,NA,NA,NA,NA
Mammalia,GCA_007827085.2,Peromyscus californicus insignis (California mouse),Peromyscus californicus,37,3/25/2020,2020,University of Maryland,32644,113663737,SAMN10698868,NA,NA,NA,NA
Mammalia,GCA_900108605.1,Neovison vison (American mink),Neovison vison,200,1/2/2018,2018,Center for Quantitative Genetics and Genomics,32336,6814223,SAMEA4493372,NA,NA,NA,NA
Mammalia,GCF_000442215.1,Lipotes vexillifer (Yangtze River dolphin),Lipotes vexillifer,115,7/31/2013,2013,BGI,31902,2419148,SAMN02953859,NA,NA,NA,NA
Mammalia,GCF_000325575.1,Pteropus alecto (black flying fox),Pteropus alecto,110,12/4/2013,2013,BGI,31842,15954802,SAMN01103203,NA,NA,NA,NA
Mammalia,GCF_000951045.1,Mandrillus leucophaeus (drill),Mandrillus leucophaeus,117.2,3/12/2015,2015,Baylor College of Medicine,31346,3186748,SAMN03121813,NA,NA,NA,NA
Mammalia,GCA_003336285.1,Mus spicilegus (steppe mouse),Mus spicilegus,50,7/23/2018,2018,Oklahoma State Universtiy,30918,2198966,SAMN08141584,NA,NA,NA,NA
Mammalia,GCA_006410875.1,Neotragus pygmaeus (royal antelope),Neotragus pygmaeus,122,6/24/2019,2019,Northwestern Polytechnical University,30751,363895,SAMN08714492,NA,NA,NA,NA
Mammalia,GCA_004024685.1,Dipodomys stephensi (Stephens's kangaroo rat),Dipodomys stephensi,59.2,1/15/2019,2019,Broad Institute,30710,36811,SAMN07678080,NA,NA,NA,NA
Mammalia,GCA_004027895.1,Orientallactaga bullata (Gobi jerboa),Orientallactaga bullata,29.1,1/16/2019,2019,Broad Institute,30651,36308,SAMN07678035,NA,NA,NA,NA
Mammalia,GCF_000622305.1,Nannospalax galili (Upper Galilee mountains blind mole rat),Nannospalax galili,86,6/5/2014,2014,BGI,30353,3618479,SAMN02299330,NA,NA,NA,NA
Mammalia,GCF_000464555.1,Panthera tigris altaica (Amur tiger),Panthera tigris,99,9/6/2013,2013,Personal Genomics Institute,30032,8860407,SAMN02086964,NA,NA,NA,NA
Mammalia,GCA_004026965.1,Petromus typicus (dassie-rat),Petromus typicus,37.7,1/16/2019,2019,Broad Institute,29916,35766,SAMN07678021,NA,NA,NA,NA
Mammalia,GCF_001595765.1,Miniopterus natalensis (bats),Miniopterus natalensis,77,3/22/2016,2016,"University of California, San Francisco",29777,4315193,SAMN03652541,NA,NA,NA,NA
Mammalia,GCA_008750935.1,Microcebus tavaratra (primates),Microcebus tavaratra,41,9/30/2019,2019,Duke University,29527,30039,SAMN10707784,NA,NA,NA,NA
Mammalia,GCA_004027085.1,Mesoplodon bidens (Sowerby's beaked whale),Mesoplodon bidens,32.4,1/16/2019,2019,Broad Institute,28959,33532,SAMN07678145,NA,NA,NA,NA
Mammalia,GCA_007844835.1,Bos frontalis (gayal),Bos frontalis,83,8/5/2019,2019,NRC on Mithun ICAR,28709,1003348,SAMN02689702,NA,NA,NA,NA
Mammalia,GCA_004027335.1,Erythrocebus patas (red guenon),Erythrocebus patas,43.7,1/16/2019,2019,Broad Institute,28523,34535,SAMN07678082,NA,NA,NA,NA
Mammalia,GCA_004027025.1,Myocastor coypus (nutria),Myocastor coypus,56.5,1/16/2019,2019,Broad Institute,28446,35982,SAMN07678020,NA,NA,NA,NA
Mammalia,GCA_006410495.1,Tragelaphus scriptus (bushbuck),Tragelaphus scriptus,147,6/24/2019,2019,Northwestern Polytechnical University,28350,890554,SAMN08714495,NA,NA,NA,NA
Mammalia,GCF_000956105.1,Propithecus coquereli (Coquerel's sifaka),Propithecus coquereli,104.7,3/23/2015,2015,Baylor College of Medicine,28129,5604909,SAMN03121823,NA,NA,NA,NA
Mammalia,GCA_004027295.1,Dolichotis patagonum (Patagonian cavy),Dolichotis patagonum,30.8,1/16/2019,2019,Broad Institute,27983,31026,SAMN07678081,NA,NA,NA,NA
Mammalia,GCA_006408675.1,Madoqua kirkii (Kirk's dik-dik),Madoqua kirkii,132,6/24/2019,2019,Northwestern Polytechnical University,27722,27730,SAMN08714488,NA,NA,NA,NA
Mammalia,GCA_001262665.1,Eulemur flavifrons (Sclater's lemur),Eulemur flavifrons,52,8/6/2015,2015,University of Chicago,27331,413352,SAMN03699688,NA,NA,NA,NA
Mammalia,GCA_003344425.1,Ursus americanus (American black bear),Ursus americanus,100,7/27/2018,2018,Jackson Laboratory,27247,189900,SAMN04908966,NA,NA,NA,NA
Mammalia,GCF_003327715.1,Puma concolor (puma),Puma concolor,47,7/19/2018,2018,Broad Institute,27187,100532876,SAMN08662999,NA,NA,NA,NA
Mammalia,GCF_000181295.1,Otolemur garnettii (small-eared galago),Otolemur garnettii,137,3/16/2011,2011,"Broad Institute of MIT and Harvard, USA, Cambridge",27100,13852661,SAMN02981229,NA,NA,NA,NA
Mammalia,GCA_004363605.1,Indri indri (primates),Indri indri,34.4,3/22/2019,2019,Broad Institute,26447,28620,SAMN07678091,NA,NA,NA,NA
Mammalia,GCF_000208655.1,Dasypus novemcinctus (nine-banded armadillo),Dasypus novemcinctus,6,1/6/2012,2012,Baylor College of Medicine,26277,1687935,SAMN02953623,NA,NA,NA,NA
Mammalia,GCA_004363705.1,Kogia breviceps (pygmy sperm whale),Kogia breviceps,38.8,3/22/2019,2019,Broad Institute,26201,28812,SAMN07678126,NA,NA,NA,NA
Mammalia,GCA_006410655.1,Kobus ellipsiprymnus (waterbuck),Kobus ellipsiprymnus,155,6/24/2019,2019,Northwestern Polytechnical University,26169,779552,SAMN08714511,NA,NA,NA,NA
Mammalia,GCA_004027185.1,Glis glis (Fat dormouse),Glis glis,31.8,1/16/2019,2019,Broad Institute,26062,30338,SAMN07678015,NA,NA,NA,NA
Mammalia,GCF_000334495.1,Tupaia chinensis (Chinese tree shrew),Tupaia chinensis,80,1/31/2013,2013,BGI,25938,3670124,SAMN01084043,NA,NA,NA,NA
Mammalia,GCA_004027755.1,Cebus albifrons (white-fronted capuchin),Cebus albifrons,28.8,1/16/2019,2019,Broad Institute,25652,31156,SAMN07678068,NA,NA,NA,NA
Mammalia,GCA_004025065.1,Semnopithecus entellus (Hanuman langur),Semnopithecus entellus,29.3,1/15/2019,2019,Broad Institute,25064,29955,SAMN07678111,NA,NA,NA,NA
Mammalia,GCA_006408565.1,Giraffa camelopardalis (giraffe),Giraffa camelopardalis,64,6/24/2019,2019,Northwestern Polytechnical University,25056,3153258,SAMN08714473,NA,NA,NA,NA
Mammalia,GCA_006410735.1,Raphicerus campestris (steenbok),Raphicerus campestris,108,6/24/2019,2019,Northwestern Polytechnical University,25050,537161,SAMN08714491,NA,NA,NA,NA
Mammalia,GCA_004363515.1,Inia geoffrensis (boutu),Inia geoffrensis,42.5,3/22/2019,2019,Broad Institute,24570,26707,SAMN07678125,NA,NA,NA,NA
Mammalia,GCA_009758055.1,Oreamnos americanus (mountain goat),Oreamnos americanus,85,12/16/2019,2019,Trent University,24510,66616962,SAMN10593834,NA,NA,NA,NA
Mammalia,GCF_000299155.1,Elephantulus edwardii (Cape elephant shrew),Elephantulus edwardii,62,10/10/2012,2012,Broad Institute,24219,15011382,SAMN00749966,NA,NA,NA,NA
Mammalia,GCA_004765945.1,Phataginus tricuspis (Tree pangolin),Phataginus tricuspis,30.2,4/9/2019,2019,Broad Institute,23755,25241,SAMN07678093,NA,NA,NA,NA
Mammalia,GCF_000349705.1,Leptonychotes weddellii (Weddell seal),Leptonychotes weddellii,82,3/29/2013,2013,Broad Institute,23664,904068,SAMN00672463,NA,NA,NA,NA
Mammalia,GCA_004026665.1,Murina aurata feae (Little tube-nosed bat),Murina aurata,33.3,1/16/2019,2019,Broad Institute,23400,26051,SAMN07678148,NA,NA,NA,NA
Mammalia,GCA_004024765.1,Zapus hudsonius (meadow jumping mouse),Zapus hudsonius,50.1,1/15/2019,2019,Broad Institute,23350,26350,SAMN07678139,NA,NA,NA,NA
Mammalia,GCF_000412655.1,Myotis brandtii (Brandt's bat),Myotis brandtii,120,6/28/2013,2013,BGI,23289,3225832,SAMN01801565,NA,NA,NA,NA
Mammalia,GCA_004027555.1,Craseonycteris thonglongyai (hog-nosed bat),Craseonycteris thonglongyai,52.2,1/16/2019,2019,Broad Institute,23218,25762,SAMN07678039,NA,NA,NA,NA
Mammalia,GCF_000298355.1,Bos mutus (wild yak),Bos mutus,130,1/9/2013,2013,BGI-shenzhen,22822,1407960,SAMN00744358,NA,NA,NA,NA
Mammalia,GCF_000493695.1,Balaenoptera acutorostrata scammoni (minke whale),Balaenoptera acutorostrata,92,10/31/2013,2013,Korea Ocean Research & Development Institute,22690,12843668,SAMN02192642,NA,NA,NA,NA
Mammalia,GCF_000181275.1,Sorex araneus (European shrew),Sorex araneus,120,8/27/2012,2012,Broad Institute,22623,22794405,SAMN00210854,NA,NA,NA,NA
Mammalia,GCA_004025005.1,Tadarida brasiliensis (Brazilian free-tailed bat),Tadarida brasiliensis,30.3,1/15/2019,2019,Broad Institute,22617,24311,SAMN07678131,NA,NA,NA,NA
Mammalia,GCF_000349665.1,Mesocricetus auratus (golden hamster),Mesocricetus auratus,115,3/29/2013,2013,Broad Institute,22512,12753307,SAMN00769068,NA,NA,NA,NA
Mammalia,GCA_004027655.1,Graphiurus murinus (woodland dormouse),Graphiurus murinus,35,1/16/2019,2019,Broad Institute,22138,28463,SAMN07678085,NA,NA,NA,NA
Mammalia,GCF_000151845.1,Pteropus vampyrus (large flying fox),Pteropus vampyrus,188,12/5/2014,2014,Baylor College of Medicine,21866,5954017,SAMN02894360,NA,NA,NA,NA
Mammalia,GCA_004802615.1,Mandrillus sphinx (mandrill),Mandrillus sphinx,96,4/22/2019,2019,BGI,21683,3577924,SAMN08634632,NA,NA,NA,NA
Mammalia,GCA_008750975.1,Microcebus ravelobensis (primates),Microcebus ravelobensis,26,9/30/2019,2019,Duke University,21473,21495,SAMN10707782,NA,NA,NA,NA
Mammalia,GCF_000308155.1,Eptesicus fuscus (big brown bat),Eptesicus fuscus,84,11/8/2012,2012,Broad Institute,21392,13454942,SAMN00767986,NA,NA,NA,NA
Mammalia,GCF_000296755.1,Erinaceus europaeus (western European hedgehog),Erinaceus europaeus,79,9/19/2012,2012,Broad Institute,21359,3264618,SAMN00760989,NA,NA,NA,NA
Mammalia,GCA_004027275.1,Eulemur fulvus (brown lemur),Eulemur fulvus,63.5,1/16/2019,2019,Broad Institute,21310,22561,SAMN07678083,NA,NA,NA,NA
Mammalia,GCF_001857705.1,Panthera pardus (leopard),Panthera pardus,158.5,11/16/2016,2016,Ulsan National Institute of Science and Technology,20993,21701857,SAMN04347630,NA,NA,NA,NA
Mammalia,GCA_003182575.1,Pseudois nayaur (bharal),Pseudois nayaur,288,5/31/2018,2018,Northwest A&F University,20979,21385,SAMN06233878,NA,NA,NA,NA
Mammalia,GCA_004363435.1,Platanista minor (Indus River dolphin),Platanista minor,28,3/22/2019,2019,Broad Institute,20879,23933,SAMN07678149,NA,NA,NA,NA
Mammalia,GCA_015708855.1,Potos flavus (kinkajou),Potos flavus,48,12/1/2020,2020,Smithsonian Herndon Data Center,20854,3555714,SAMN13795725,NA,NA,NA,NA
Mammalia,GCF_000696425.1,Galeopterus variegatus (Sunda flying lemur),Galeopterus variegatus,55,6/5/2014,2014,Washington University (WashU),20753,245189,SAMN01758971,NA,NA,NA,NA
