Organism Groups,accession,submission_date,year,ReleaseOrder,sequence_length,organism
Aves,DQ780880,25-Oct-2006,2006,1390,17507,Falco sparverius
Aves,DQ780879,25-Oct-2006,2006,1391,16832,Dryocopus pileatus
Aves,NC_008540,25-Oct-2006,2006,1392,17037,Apus apus
Aves,NC_008549,27-Oct-2006,2006,1393,18736,Pteroglossus azara flavirostris
Aves,NC_008551,27-Oct-2006,2006,1394,17511,Ardea novaehollandiae
Aves,NC_008547,27-Oct-2006,2006,1395,17507,Falco sparverius
Aves,NC_008548,27-Oct-2006,2006,1396,17344,Micrastur gilvicollis
Aves,NC_008550,27-Oct-2006,2006,1397,17864,Pandion haliaetus
Aves,NC_008546,27-Oct-2006,2006,1398,16832,Dryocopus pileatus
Crocodylia,DQ273698,31-Oct-2006,2006,1399,16917,Crocodylus porosus
Crocodylia,DQ273697,31-Oct-2006,2006,1400,16776,Crocodylus niloticus
Mammalia,DQ268530,31-Oct-2006,2006,1401,16525,Sus scrofa
Mammalia,EF035448,14-Nov-2006,2006,1402,16477,Rusa unicolor swinhoei
Osteichthyes,EF055889,14-Nov-2006,2006,1403,16658,Oncorhynchus nerka
Osteichthyes,EF107158,18-Nov-2006,2006,1404,16640,Parargyrops edita
Mammalia,DQ972936,22-Nov-2006,2006,1405,16494,Sus scrofa
Mammalia,DQ274110,30-Nov-2006,2006,1406,16585,Sus scrofa
Osteichthyes,NC_008616,5-Dec-2006,2006,1407,16640,Parargyrops edita
Osteichthyes,NC_008615,5-Dec-2006,2006,1408,16658,Oncorhynchus nerka
Osteichthyes,AB242165,9-Dec-2006,2006,1409,16580,Pseudohomaloptera leonardi
Osteichthyes,AB242171,9-Dec-2006,2006,1410,16570,Misgurnus nikolskyi
Osteichthyes,AB242161,9-Dec-2006,2006,1411,16600,Acantopsis choirorhynchos
Osteichthyes,AB242173,9-Dec-2006,2006,1412,17296,Vaillantella maassi
Osteichthyes,AB242172,9-Dec-2006,2006,1413,16564,Schistura balteata
Osteichthyes,AB242170,9-Dec-2006,2006,1414,16588,Leptobotia mantschurica
Osteichthyes,AB242169,9-Dec-2006,2006,1415,16625,Hypentelium nigricans
Osteichthyes,AB242168,9-Dec-2006,2006,1416,16602,Pangio anguillaris
Osteichthyes,AB242167,9-Dec-2006,2006,1417,16637,Moxostoma poecilurum
Osteichthyes,AB242166,9-Dec-2006,2006,1418,16627,Minytrema melanops
Osteichthyes,AB242164,9-Dec-2006,2006,1419,16609,Gyrinocheilus aymonieri
Osteichthyes,AB242163,9-Dec-2006,2006,1420,16937,Chromobotia macracanthus
Osteichthyes,AB239602,9-Dec-2006,2006,1421,16778,Acheilognathus typus
Osteichthyes,AB239601,9-Dec-2006,2006,1422,16620,Ischikauia steenackeri
Osteichthyes,AB239599,9-Dec-2006,2006,1423,16601,Pseudorasbora pumila
Osteichthyes,AB239598,9-Dec-2006,2006,1424,16600,Pungtungia herzi
Osteichthyes,AB239597,9-Dec-2006,2006,1425,16610,Pelecus cultratus
Osteichthyes,AB239596,9-Dec-2006,2006,1426,16607,Gobio gobio
Osteichthyes,AB239595,9-Dec-2006,2006,1427,16682,Gymnocypris przewalskii
Osteichthyes,AB239594,9-Dec-2006,2006,1428,17029,Esomus metallicus
Osteichthyes,AB239593,9-Dec-2006,2006,1429,16605,Alburnus alburnus
Osteichthyes,AB238969,9-Dec-2006,2006,1430,17302,Pethia ticto
Osteichthyes,AB238968,9-Dec-2006,2006,1431,16604,Labeo senegalensis
Osteichthyes,AB218898,9-Dec-2006,2006,1432,16616,Nipponocypris sieboldii
Osteichthyes,AB218897,9-Dec-2006,2006,1433,16613,Opsariichthys uncirostris
Osteichthyes,AB218896,9-Dec-2006,2006,1434,16616,Tribolodon nakamurai
Osteichthyes,AB218688,9-Dec-2006,2006,1435,16606,Aphyocypris chinensis
Osteichthyes,AB218686,9-Dec-2006,2006,1436,16612,Tinca tinca
Osteichthyes,AB127394,9-Dec-2006,2006,1437,16625,Catostomus commersonii
Osteichthyes,AB127393,9-Dec-2006,2006,1438,16583,Notemigonus crysoleucas
Osteichthyes,AB126082,9-Dec-2006,2006,1439,16626,Cycleptus elongatus
Osteichthyes,AB070241,9-Dec-2006,2006,1440,16681,Hemibarbus barbus
Osteichthyes,AB070206,9-Dec-2006,2006,1441,16706,Cyprinella lutrensis
Osteichthyes,AP009061,9-Dec-2006,2006,1442,16602,Rhynchocypris percnurus mantschuricus
Osteichthyes,AP009060,9-Dec-2006,2006,1443,16622,Chanodichthys mongolicus
Osteichthyes,AP009059,9-Dec-2006,2006,1444,16629,Xenocypris argentea
Osteichthyes,AP009058,9-Dec-2006,2006,1445,16604,Pseudaspius leptocephalus
Osteichthyes,AP006764,9-Dec-2006,2006,1446,16624,Myxocyprinus asiaticus
Osteichthyes,AP006763,9-Dec-2006,2006,1447,16610,Carpiodes carpio
Osteichthyes,NC_008674,12-Dec-2006,2006,1448,16637,Moxostoma poecilurum
Osteichthyes,NC_008655,12-Dec-2006,2006,1449,16580,Barbonymus gonionotus
Osteichthyes,NC_008684,12-Dec-2006,2006,1450,16602,Rhynchocypris percnurus mantschuricus
Osteichthyes,NC_008680,12-Dec-2006,2006,1451,17296,Vaillantella maassi
Osteichthyes,NC_008679,12-Dec-2006,2006,1452,16564,Schistura balteata
Osteichthyes,NC_008678,12-Dec-2006,2006,1453,16570,Misgurnus nikolskyi
Osteichthyes,NC_008677,12-Dec-2006,2006,1454,16588,Leptobotia mantschurica
Osteichthyes,NC_008675,12-Dec-2006,2006,1455,16602,Pangio anguillaris
Osteichthyes,NC_008673,12-Dec-2006,2006,1456,16580,Pseudohomaloptera leonardi
Osteichthyes,NC_008670,12-Dec-2006,2006,1457,16617,Barbatula toni
Osteichthyes,NC_008669,12-Dec-2006,2006,1458,16600,Acantopsis choirorhynchos
Osteichthyes,NC_008660,12-Dec-2006,2006,1459,17029,Esomus metallicus
Osteichthyes,NC_008656,12-Dec-2006,2006,1460,16603,Labeo batesii
Osteichthyes,NC_008649,12-Dec-2006,2006,1461,16604,Gnathopogon elongatus
Osteichthyes,NC_008653,12-Dec-2006,2006,1462,16616,Nipponocypris sieboldii
Osteichthyes,NC_008663,12-Dec-2006,2006,1463,16610,Pelecus cultratus
Osteichthyes,NC_008651,12-Dec-2006,2006,1464,16616,Tribolodon nakamurai
Osteichthyes,NC_008681,12-Dec-2006,2006,1465,16604,Pseudaspius leptocephalus
Osteichthyes,NC_008658,12-Dec-2006,2006,1466,17302,Pethia ticto
Osteichthyes,NC_008657,12-Dec-2006,2006,1467,16604,Labeo senegalensis
Osteichthyes,NC_008683,12-Dec-2006,2006,1468,16622,Chanodichthys mongolicus
Osteichthyes,NC_008667,12-Dec-2006,2006,1469,16620,Ischikauia steenackeri
Osteichthyes,NC_008672,12-Dec-2006,2006,1470,16609,Gyrinocheilus aymonieri
Osteichthyes,NC_008645,12-Dec-2006,2006,1471,16626,Cycleptus elongatus
Osteichthyes,NC_008671,12-Dec-2006,2006,1472,16937,Chromobotia macracanthus
Osteichthyes,NC_008650,12-Dec-2006,2006,1473,16606,Aphyocypris chinensis
Osteichthyes,NC_008666,12-Dec-2006,2006,1474,16417,Enteromius trimaculatus
Osteichthyes,NC_008664,12-Dec-2006,2006,1475,16600,Pungtungia herzi
Osteichthyes,NC_008665,12-Dec-2006,2006,1476,16601,Pseudorasbora pumila
Osteichthyes,NC_008642,12-Dec-2006,2006,1477,16674,Rhodeus ocellatus kurumeus
Osteichthyes,NC_008644,12-Dec-2006,2006,1478,16681,Hemibarbus barbus
Osteichthyes,NC_008668,12-Dec-2006,2006,1479,16778,Acheilognathus typus
Osteichthyes,NC_008661,12-Dec-2006,2006,1480,16682,Gymnocypris przewalskii
Osteichthyes,NC_008682,12-Dec-2006,2006,1481,16629,Xenocypris argentea
Osteichthyes,NC_008676,12-Dec-2006,2006,1482,16625,Hypentelium nigricans
Osteichthyes,NC_008659,12-Dec-2006,2006,1483,16605,Alburnus alburnus
Osteichthyes,NC_008654,12-Dec-2006,2006,1484,16600,Barbus barbus
Osteichthyes,NC_008652,12-Dec-2006,2006,1485,16613,Opsariichthys uncirostris
Osteichthyes,NC_008646,12-Dec-2006,2006,1486,16583,Notemigonus crysoleucas
Osteichthyes,NC_008643,12-Dec-2006,2006,1487,16706,Cyprinella lutrensis
Osteichthyes,NC_008648,12-Dec-2006,2006,1488,16612,Tinca tinca
Osteichthyes,NC_008662,12-Dec-2006,2006,1489,16607,Gobio gobio
Osteichthyes,NC_008647,12-Dec-2006,2006,1490,16625,Catostomus commersonii
Mammalia,EF058308,31-Dec-2006,2006,1491,16430,Cervus nippon taiouanus
Osteichthyes,DQ367044,31-Dec-2006,2006,1492,16611,Opsariichthys bidens
Osteichthyes,AY525784,31-Dec-2006,2006,1493,16424,Gymnogobius petschiliensis
Osteichthyes,DQ864465,31-Dec-2006,2006,1494,16652,Oncorhynchus masou masou
Osteichthyes,DQ864464,31-Dec-2006,2006,1495,16652,Oncorhynchus masou ishikawae
Osteichthyes,DQ858456,31-Dec-2006,2006,1496,16652,Oncorhynchus masou formosanus
Mammalia,DQ873526,1-Jan-2007,2007,1497,16347,Elaphodus cephalophus
Mammalia,DQ402478,3-Jan-2007,2007,1498,16868,Ursus thibetanus mupinensis
Mammalia,NC_008749,4-Jan-2007,2007,1499,16347,Elaphodus cephalophus
Osteichthyes,NC_008743,4-Jan-2007,2007,1500,16424,Gymnogobius petschiliensis
Osteichthyes,NC_008745,4-Jan-2007,2007,1501,16652,Oncorhynchus masou formosanus
Osteichthyes,NC_008744,4-Jan-2007,2007,1502,16611,Opsariichthys bidens
Osteichthyes,NC_008747,4-Jan-2007,2007,1503,16652,Oncorhynchus masou masou
Osteichthyes,NC_008746,4-Jan-2007,2007,1504,16652,Oncorhynchus masou ishikawae
Mammalia,NC_008753,5-Jan-2007,2007,1505,16868,Ursus thibetanus mupinensis
Osteichthyes,AB257296,6-Jan-2007,2007,1506,16445,Latimeria chalumnae
Osteichthyes,AB257297,6-Jan-2007,2007,1507,16445,Latimeria chalumnae
Squamata,AB080237,6-Jan-2007,2007,1508,18245,Takydromus tachydromoides
Squamata,AB185327,6-Jan-2007,2007,1509,18511,Varanus niloticus
Squamata,AB185326,6-Jan-2007,2007,1510,18021,Furcifer oustaleti
Squamata,AB167711,6-Jan-2007,2007,1511,16846,Heloderma suspectum
Squamata,AB162909,6-Jan-2007,2007,1512,16682,Geocalamus acutus
Squamata,AB162908,6-Jan-2007,2007,1513,16158,Lepidophyma flavimaculatum
Squamata,AB114446,6-Jan-2007,2007,1514,17110,Coleonyx variegatus
Squamata,NC_008772,10-Jan-2007,2007,1515,16946,Gekko vittatus
Squamata,NC_008777,10-Jan-2007,2007,1516,18021,Furcifer oustaleti
Squamata,NC_008776,10-Jan-2007,2007,1517,16846,Heloderma suspectum
Squamata,NC_008775,10-Jan-2007,2007,1518,16158,Lepidophyma flavimaculatum
Squamata,NC_008774,10-Jan-2007,2007,1519,17110,Coleonyx variegatus
Crocodylia,DQ353946,15-Jan-2007,2007,1520,16836,Crocodylus siamensis
Testudines,AY962573,16-Jan-2007,2007,1521,17042,Pelodiscus sinensis
Crocodylia,NC_008795,17-Jan-2007,2007,1522,16836,Crocodylus siamensis
Mammalia,DQ409327,31-Jan-2007,2007,1523,16719,Phacochoerus africanus
Mammalia,NC_008830,1-Feb-2007,2007,1524,16719,Phacochoerus africanus
Mammalia,EF375877,3-Feb-2007,2007,1525,16499,Sus scrofa
Mammalia,DQ874614,9-Feb-2007,2007,1526,16300,Mus musculus musculus
Osteichthyes,AP009130,10-Feb-2007,2007,1527,16632,Olisthops cyanomelas
Osteichthyes,AP009129,10-Feb-2007,2007,1528,16572,Ditrema temminckii
Osteichthyes,AP009128,10-Feb-2007,2007,1529,16533,Cymatogaster aggregata
Osteichthyes,AP009127,10-Feb-2007,2007,1530,16569,Astronotus ocellatus
Osteichthyes,AP009126,10-Feb-2007,2007,1531,16626,Oreochromis sp. KM-2006
Osteichthyes,AP009125,10-Feb-2007,2007,1532,15713,Labracinus cyclophthalmus
Osteichthyes,AP006019,22-Feb-2007,2007,1533,16510,Pseudolabrus sieboldi
Osteichthyes,AP006018,22-Feb-2007,2007,1534,17045,Halichoeres melanurus
Osteichthyes,AP006017,22-Feb-2007,2007,1535,16649,Amphiprion ocellaris
Osteichthyes,AP006016,22-Feb-2007,2007,1536,16703,Abudefduf vaigiensis
Osteichthyes,AP006015,22-Feb-2007,2007,1537,16598,Tropheus duboisi
Osteichthyes,AP006014,22-Feb-2007,2007,1538,16587,Neolamprologus brichardi
Mammalia,NC_009056,27-Feb-2007,2007,1539,16923,Anomalurus sp. GP-2005
Mammalia,EF108345,27-Feb-2007,2007,1540,16300,Mus musculus molossinus
Mammalia,EF108344,27-Feb-2007,2007,1541,16302,Mus musculus domesticus
Mammalia,EF108343,27-Feb-2007,2007,1542,16300,Mus musculus musculus
Mammalia,EF108342,27-Feb-2007,2007,1543,16299,Mus musculus castaneus
Mammalia,EF108341,27-Feb-2007,2007,1544,16300,Mus musculus
Mammalia,EF108340,27-Feb-2007,2007,1545,16301,Mus musculus
Mammalia,EF108339,27-Feb-2007,2007,1546,16300,Mus musculus
Mammalia,EF108338,27-Feb-2007,2007,1547,16300,Mus musculus
Mammalia,EF108337,27-Feb-2007,2007,1548,16300,Mus musculus
Mammalia,EF108336,27-Feb-2007,2007,1549,16299,Mus musculus
Mammalia,EF108335,27-Feb-2007,2007,1550,16301,Mus musculus
Mammalia,EF108334,27-Feb-2007,2007,1551,16301,Mus musculus
Mammalia,EF108333,27-Feb-2007,2007,1552,16300,Mus musculus
Mammalia,EF108332,27-Feb-2007,2007,1553,16300,Mus musculus
Mammalia,EF108331,27-Feb-2007,2007,1554,16300,Mus musculus
Mammalia,EF108330,27-Feb-2007,2007,1555,16300,Mus musculus
Osteichthyes,NC_009054,27-Feb-2007,2007,1556,15713,Labracinus cyclophthalmus
Osteichthyes,NC_009057,27-Feb-2007,2007,1557,16626,Oreochromis sp. KM-2006
Osteichthyes,NC_009061,27-Feb-2007,2007,1558,16632,Olisthops cyanomelas
Osteichthyes,NC_009066,27-Feb-2007,2007,1559,17045,Halichoeres melanurus
Osteichthyes,NC_009064,27-Feb-2007,2007,1560,16703,Abudefduf vaigiensis
Osteichthyes,NC_009067,27-Feb-2007,2007,1561,16510,Pseudolabrus sieboldi
Osteichthyes,NC_009060,27-Feb-2007,2007,1562,16572,Ditrema temminckii
Osteichthyes,NC_009065,27-Feb-2007,2007,1563,16649,Amphiprion ocellaris
Osteichthyes,NC_009059,27-Feb-2007,2007,1564,16533,Cymatogaster aggregata
Osteichthyes,NC_009058,27-Feb-2007,2007,1565,16569,Astronotus ocellatus
Osteichthyes,NC_009062,27-Feb-2007,2007,1566,16587,Neolamprologus brichardi
Osteichthyes,NC_009063,27-Feb-2007,2007,1567,16598,Tropheus duboisi
Amphibia,EF462213,10-Mar-2007,2007,1568,16401,Hynobius arisanensis
Mammalia,AB297804,14-Mar-2007,2007,1569,16623,Procyon lotor
Osteichthyes,EF442803,14-Mar-2007,2007,1570,16501,Cyprinodon rubrofluviatilis
Mammalia,NC_009126,15-Mar-2007,2007,1571,16623,Procyon lotor
Osteichthyes,NC_009125,15-Mar-2007,2007,1572,16501,Cyprinodon rubrofluviatilis
Aves,EF450826,19-Mar-2007,2007,1573,18193,Melopsittacus undulatus
Amphibia,AY971143,22-Mar-2007,2007,1574,18551,Bombina variegata
Aves,NC_009134,23-Mar-2007,2007,1575,18193,Melopsittacus undulatus
Squamata,EF090423,26-Mar-2007,2007,1576,16761,Chlamydosaurus kingii
Squamata,EF090422,26-Mar-2007,2007,1577,16761,Chlamydosaurus kingii
Squamata,EF090421,26-Mar-2007,2007,1578,16761,Chlamydosaurus kingii
Testudines,EF071948,26-Mar-2007,2007,1579,16569,Macrochelys temminckii
Amphibia,EF196679,29-Mar-2007,2007,1580,17822,Pelophylax plancyi
Amphibia,NC_009264,30-Mar-2007,2007,1581,17822,Pelophylax plancyi
Amphibia,NC_009258,30-Mar-2007,2007,1582,18551,Bombina variegata
Osteichthyes,EF126369,30-Mar-2007,2007,1583,16659,Oncorhynchus kisutch
Osteichthyes,EF105342,30-Mar-2007,2007,1584,16652,Oncorhynchus masou 'Biwa'
Osteichthyes,NC_009262,30-Mar-2007,2007,1585,16652,Oncorhynchus masou 'Biwa'
Osteichthyes,NC_009263,30-Mar-2007,2007,1586,16659,Oncorhynchus kisutch
Testudines,NC_009260,30-Mar-2007,2007,1587,16569,Macrochelys temminckii
Mammalia,EF076773,31-Mar-2007,2007,1588,17044,Ursus thibetanus formosanus
Testudines,DQ453753,31-Mar-2007,2007,1589,16609,Mauremys mutica
Osteichthyes,EF506764,2-Apr-2007,2007,1590,16609,Acanthopagrus latus
Aves,EF455490,3-Apr-2007,2007,1591,16918,Platalea minor
Mammalia,NC_009331,3-Apr-2007,2007,1592,17044,Ursus thibetanus formosanus
Osteichthyes,EF514208,3-Apr-2007,2007,1593,16505,Lutjanus russellii
Osteichthyes,EF455489,3-Apr-2007,2007,1594,16785,Oncorhynchus gorbuscha
Osteichthyes,AP009167,3-Apr-2007,2007,1595,16530,Diagramma picta
Osteichthyes,AP009181,3-Apr-2007,2007,1596,16523,Doederleinia berycoides
Osteichthyes,AP009177,3-Apr-2007,2007,1597,16514,Diodon holocanthus
Osteichthyes,AP009176,3-Apr-2007,2007,1598,16502,Ostracion immaculatus
Osteichthyes,AP009175,3-Apr-2007,2007,1599,16485,Kentrocapros aculeatus
Osteichthyes,AP009174,3-Apr-2007,2007,1600,16565,Triacanthus biaculeatus
Osteichthyes,AP009173,3-Apr-2007,2007,1601,16332,Trixiphichthys weberi
Osteichthyes,AP009172,3-Apr-2007,2007,1602,16497,Triacanthodes anomalus
Osteichthyes,AP009171,3-Apr-2007,2007,1603,16497,Macrorhamphosodes uradoi
Osteichthyes,AP009170,3-Apr-2007,2007,1604,16507,Triodon macropterus
Osteichthyes,AP009169,3-Apr-2007,2007,1605,16542,Monodactylus argenteus
Osteichthyes,AP009168,3-Apr-2007,2007,1606,16546,Parapristipoma trilineatum
Osteichthyes,AP009165,3-Apr-2007,2007,1607,16779,Lethrinus obsoletus
Osteichthyes,AP009164,3-Apr-2007,2007,1608,16638,Spicara maena
Osteichthyes,AP009163,3-Apr-2007,2007,1609,16542,Naso lopezi
Osteichthyes,AP009162,3-Apr-2007,2007,1610,16521,Zanclus cornutus
Osteichthyes,AP009161,3-Apr-2007,2007,1611,16497,Luvarus imperialis
Osteichthyes,AP009166,3-Apr-2007,2007,1612,16174,Monotaxis grandoculis
Osteichthyes,AP009159,3-Apr-2007,2007,1613,15976,Capros aper
Testudines,NC_009330,3-Apr-2007,2007,1614,16609,Mauremys mutica
Amphibia,NC_009335,4-Apr-2007,2007,1615,16401,Hynobius arisanensis
Osteichthyes,DQ872160,4-Apr-2007,2007,1616,16511,Oplegnathus fasciatus
Osteichthyes,EF192032,13-Apr-2007,2007,1617,16441,Parajulis poecilepterus
Mammalia,EF494179,18-Apr-2007,2007,1618,16323,Bos grunniens
Mammalia,EF494178,18-Apr-2007,2007,1619,16322,Bos grunniens
Mammalia,EF494177,18-Apr-2007,2007,1620,16322,Bos grunniens
Squamata,NC_009421,27-Apr-2007,2007,1621,16761,Chlamydosaurus kingii
Amphibia,DQ512876,28-Apr-2007,2007,1622,16730,Microhyla ornata
Amphibia,DQ835616,28-Apr-2007,2007,1623,17962,Odorrana tormota
Amphibia,NC_009423,1-May-2007,2007,1624,17962,Odorrana tormota
Amphibia,NC_009422,1-May-2007,2007,1625,16730,Microhyla ornata
Osteichthyes,NC_009459,18-May-2007,2007,1626,16441,Parajulis poecilepterus
Mammalia,EF212882,23-May-2007,2007,1627,16805,Ailuropoda melanoleuca
Mammalia,NC_009492,25-May-2007,2007,1628,16805,Ailuropoda melanoleuca
Mammalia,AB300604,25-May-2007,2007,1629,16129,Eumetopias jubatus
Mammalia,AB300603,25-May-2007,2007,1630,16132,Eumetopias jubatus
Mammalia,AB300602,25-May-2007,2007,1631,16110,Eumetopias jubatus
Mammalia,AB300601,25-May-2007,2007,1632,16125,Eumetopias jubatus
Mammalia,EF597512,27-May-2007,2007,1633,16592,Equus caballus
Mammalia,EF597513,27-May-2007,2007,1634,16592,Equus caballus
Mammalia,EF588275,29-May-2007,2007,1635,16847,Elephas maximus
Osteichthyes,AB305023,29-May-2007,2007,1636,16941,Pagellus bogaraveo
Osteichthyes,NC_009502,30-May-2007,2007,1637,16941,Pagellus bogaraveo
Mammalia,EF466060,1-Jun-2007,2007,1638,16530,Ammotragus lervia
Testudines,AY874540,1-Jun-2007,2007,1639,16890,Cuora aurocapitata
Mammalia,NC_009510,4-Jun-2007,2007,1640,16530,Ammotragus lervia
Testudines,NC_009509,4-Jun-2007,2007,1641,16890,Cuora aurocapitata
Osteichthyes,EF025185,6-Jun-2007,2007,1642,16491,Siganus fuscescens
Mammalia,EF632344,9-Jun-2007,2007,1643,16469,Mammut americanum
Osteichthyes,NC_009572,19-Jun-2007,2007,1644,16491,Siganus fuscescens
Osteichthyes,NC_009591,19-Jun-2007,2007,1645,16736,Pellonula leonensis
Osteichthyes,NC_009590,19-Jun-2007,2007,1646,16733,Odaxothrissa vittata
Osteichthyes,NC_009588,19-Jun-2007,2007,1647,16617,Spratelloides delicatulus
Osteichthyes,NC_009586,19-Jun-2007,2007,1648,16655,Nematalosa japonica
Osteichthyes,NC_009584,19-Jun-2007,2007,1649,16642,Ilisha africana
Osteichthyes,NC_009579,19-Jun-2007,2007,1650,16897,Coilia nasus
Osteichthyes,NC_009585,19-Jun-2007,2007,1651,16809,Ilisha elongata
Osteichthyes,NC_009589,19-Jun-2007,2007,1652,16686,Spratelloides gracilis
Osteichthyes,NC_009582,19-Jun-2007,2007,1653,16898,Ethmalosa fimbriata
Osteichthyes,NC_009575,19-Jun-2007,2007,1654,16698,Alosa alosa
Osteichthyes,NC_009583,19-Jun-2007,2007,1655,16979,Etrumeus teres
Osteichthyes,NC_009580,19-Jun-2007,2007,1656,16792,Dorosoma petenense
Osteichthyes,NC_009593,19-Jun-2007,2007,1657,16668,Sprattus sprattus
Osteichthyes,NC_009587,19-Jun-2007,2007,1658,16651,Sardinella maderensis
Osteichthyes,NC_009581,19-Jun-2007,2007,1659,16674,Engraulis encrasicolus
Osteichthyes,NC_009576,19-Jun-2007,2007,1660,16646,Alosa pseudoharengus
Osteichthyes,NC_009578,19-Jun-2007,2007,1661,16700,Clupea pallasii
Osteichthyes,NC_009592,19-Jun-2007,2007,1662,16822,Sardina pilchardus
Osteichthyes,NC_009577,19-Jun-2007,2007,1663,16701,Clupea harengus
Mammalia,EF212038,1-Jul-2007,2007,1664,16680,Camelus ferus
Mammalia,EF212037,1-Jul-2007,2007,1665,16659,Camelus bactrianus
Mammalia,NC_009629,3-Jul-2007,2007,1666,16680,Camelus ferus
Mammalia,NC_009628,3-Jul-2007,2007,1667,16659,Camelus bactrianus
Mammalia,AB300608,3-Jul-2007,2007,1668,16136,Eumetopias jubatus
Mammalia,AB300607,3-Jul-2007,2007,1669,16127,Eumetopias jubatus
Mammalia,AB300606,3-Jul-2007,2007,1670,16135,Eumetopias jubatus
Mammalia,AB300605,3-Jul-2007,2007,1671,16150,Eumetopias jubatus
Squamata,AB183287,4-Jul-2007,2007,1672,16670,Calotes versicolor
Mammalia,EF597503,6-Jul-2007,2007,1673,16230,Chlorocebus sabaeus
Mammalia,EF597502,6-Jul-2007,2007,1674,16368,Chlorocebus tantalus
Mammalia,EF597501,6-Jul-2007,2007,1675,16438,Chlorocebus pygerythrus
Mammalia,EF597500,6-Jul-2007,2007,1676,16343,Chlorocebus pygerythrus
Aves,EU009397,14-Jul-2007,2007,1677,16604,Anas platyrhynchos
Mammalia,NC_009686,24-Jul-2007,2007,1678,16757,Canis lupus lupus
Mammalia,NC_009691,24-Jul-2007,2007,1679,16374,Ailurus fulgens styani
Mammalia,NC_009677,24-Jul-2007,2007,1680,16492,Meles anakuma
Mammalia,NC_009685,24-Jul-2007,2007,1681,16541,Gulo gulo
Mammalia,NC_009678,24-Jul-2007,2007,1682,16498,Martes melampus
Mammalia,NC_009692,24-Jul-2007,2007,1683,16431,Enhydra lutris
Mammalia,AB291077,24-Jul-2007,2007,1684,16431,Enhydra lutris
Mammalia,AB291076,24-Jul-2007,2007,1685,16498,Martes melampus
Mammalia,AB291075,24-Jul-2007,2007,1686,16492,Meles anakuma
Mammalia,AB291074,24-Jul-2007,2007,1687,16374,Ailurus fulgens styani
Mammalia,AB291073,24-Jul-2007,2007,1688,16600,Procyon lotor
Osteichthyes,AB070243,24-Jul-2007,2007,1689,16509,Phractolaemus ansorgii
Squamata,NC_009683,24-Jul-2007,2007,1690,16670,Calotes versicolor
Aves,NC_009684,27-Jul-2007,2007,1691,16604,Anas platyrhynchos
Osteichthyes,NC_009710,27-Jul-2007,2007,1692,17841,Hippoglossus stenolepis
Osteichthyes,NC_009711,27-Jul-2007,2007,1693,18017,Reinhardtius hippoglossoides
Osteichthyes,NC_009709,27-Jul-2007,2007,1694,17546,Hippoglossus hippoglossus
Mammalia,EF507801,1-Aug-2007,2007,1695,16651,Camelus ferus
Mammalia,EF507800,1-Aug-2007,2007,1696,16670,Camelus ferus
Mammalia,EF507799,1-Aug-2007,2007,1697,16667,Camelus bactrianus
Mammalia,EF507798,1-Aug-2007,2007,1698,16659,Camelus bactrianus
Osteichthyes,AP005988,4-Aug-2007,2007,1699,16016,Macroramphosus scolopax
Osteichthyes,AP005987,4-Aug-2007,2007,1700,16458,Fistularia commersonii
Osteichthyes,AP005986,4-Aug-2007,2007,1701,16545,Oostethus brachyurus
Osteichthyes,AP005985,4-Aug-2007,2007,1702,16527,Hippocampus kuda
